line_number	line	class_level1	class_level2	class_level3
86	transfers dominum nostrumenerunt puerum	Gospel Lections	Gospel of Matthew	no_level3
87	sum mellesl propulsus	Gospel Lections	Gospel of Matthew	no_level3
88	adorauerunt cum aurum theris	Gospel Lections	Gospel of Matthew	no_level3
89	et mirram et responso accepto in	Gospel Lections	Gospel of Matthew	no_level3
90	sompnis ne redirent adherodem psalmus	Gospel Lections	Gospel of Matthew	no_level3
91	allam meam reverti sunt in regione	Gospel Lections	Gospel of Matthew	no_level3
92	suam deodulgidf son mall	Gospel Lections	Gospel of Matthew	no_level3
93	illis israhelus supprobauit in milled	Gospel Lections	Gospel of Matthew	no_level3
94	tem illorum sa buballin solos alli	Gospel Lections	Gospel of Matthew	no_level3
95	his qui iudic solltolle	Gospel Lections	Gospel of Matthew	no_level3
96	mortuis non sustoll et	Gospel Lections	Gospel of Matthew	no_level3
97	euntes in mundum mucrlum pri	Gospel Lections	Gospel of Matthew	no_level3
98	aselligebam omnes illius	Gospel Lections	Gospel of Matthew	no_level3
99	qui crediderunt et pupillo	Gospel Lections	Gospel of Matthew	no_level3
100	milli nostro non subolochus super	Gospel Lections	Gospel of Matthew	no_level3
101	dempnabitur signa suntem eos qui	Gospel Lections	Gospel of Matthew	no_level3
102	crediderunt hoc sequacilli mei molle	Gospel Lections	Gospel of Matthew	no_level3
103	meo demonislligillum	Gospel Lections	Gospel of Matthew	no_level3
104	tur nous l expellensl	Gospel Lections	Gospel of Matthew	no_level3
105	iterum quod bello	Gospel Lections	Gospel of Matthew	no_level3
106	super egros manus impondens	Gospel Lections	Gospel of Matthew	no_level3
107	minus quod in ihelus postquam	Gospel Lections	Gospel of Matthew	no_level3
108	motus est scio sublimplis sicut in desl	Gospel Lections	Gospel of Matthew	no_level3
109	adertebam oculi ill proll	Gospel Lections	Gospel of Matthew	no_level3
110	prodisauerunt usquillo	Gospel Lections	Gospel of Matthew	no_level3
111	lance ce sermonclin soll	Gospel Lections	Gospel of Matthew	no_level3
112	libis sigillis uigilli	Gospel Lections	Gospel of Matthew	no_level3
113	comme l a	Hours of the Cross	Matins	no_level3
114	bra mea si	Hours of the Cross	Matins	no_level3
115	bit ille	Hours of the Cross	Matins	no_level3
116	adiutorium meum	Hours of the Cross	Matins	no_level3
117	adiuvandum me tolle	Hours of the Cross	Matins	no_level3
118	lorissipatuctilibus ipsillibus	Hours of the Cross	Matins	no_level3
119	sicut crat in principio villæ	Hours of the Cross	Matins	no_level3
120	per et in seculum seculorum	Hours of the Cross	Matins	no_level3
121	aris sapientia nostras mi	Hours of the Cross	Matins	no_level3
122	ma deus soll lapidibus	Hours of the Cross	Matins	no_level3
123	est hora monssi	Hours of the Cross	Matins	no_level3
124	discipulistoderelictus aridens	Hours of the Cross	Matins	no_level3
125	traditus venditus sum accinctis hecillis	Hours of the Cross	Matins	no_level3
126	adoremus de reprist benedicimus	Hours of the Cross	Matins	no_level3
127	quiaper sanctam credendissant terram	Hours of the Cross	Matins	no_level3
128	ministi mundum orlo	Hours of the Cross	Matins	no_level3
129	comme ilhesu reprite fili	Hours of the Cross	Matins	no_level3
130	dei in pone passionem	Hours of the Cross	Matins	no_level3
131	para et filio et spiritui sancto	Hours of the Cross	Matins	no_level3
132	sumet animam meammis et mon	Hours of the Cross	Matins	no_level3
133	sicut erat in principioer nunc	Hours of the Cross	Matins	no_level3
134	mortis mee et largire digneris	Hours of the Cross	Matins	no_level3
135	serpexit in seculum seculorum	Hours of the Cross	Matins	no_level3
136	graciam et misericordiam defunctisque	Hours of the Cross	Matins	no_level3
137	araprima ducatus est iis	Hours of the Cross	Matins	no_level3
138	quicinct nemam ecclesie me malign pater	Hours of the Cross	Matins	no_level3
139	ad ylacium tallis belli	Hours of the Cross	Matins	no_level3
140	concordiam et nobis iniecto peccato	Hours of the Cross	Matins	no_level3
141	monens millia	Hours of the Cross	Matins	no_level3
142	nobis uitam et leticiam sempittassi	Hours of the Cross	Matins	no_level3
143	tim in collo perducunt manibus	Hours of the Cross	Matins	no_level3
144	qui unus et regnas sens in omnes	Hours of the Cross	Matins	no_level3
145	gratim saultimi pupillo	Hours of the Cross	Matins	no_level3
146	celi gratim vi adoramus le repride	Hours of the Cross	Matins	no_level3
147	eius in ad	Hours of the Cross	Prime	no_level3
148	meum mente	Hours of the Cross	Prime	no_level3
149	de domine	Hours of the Cross	Prime	no_level3
150	ad adinua	Hours of the Cross	Prime	no_level3
151	du me testia	Hours of the Cross	Prime	no_level3
152	et benedicimus lib quia pecc sanctam	Hours of the Cross	Prime	no_level3
153	crucem tuam redemisti me	Hours of the Cross	Prime	no_level3
154	comme ilhelippriste	Hours of the Cross	Prime	no_level3
155	deviumpone passionem	Hours of the Cross	Prime	no_level3
156	colle moull	Hours of the Cross	Prime	no_level3
157	mino et in hora mortis me largulos	Hours of the Cross	Prime	no_level3
158	meus vins misericordiam	Hours of the Cross	Prime	no_level3
159	functis nemorum et requiem ecclesie	Hours of the Cross	Prime	no_level3
160	pacem et oonoroill nobis	Hours of the Cross	Prime	no_level3
161	peccatoribus uitam et iusticiam sempiterne	Hours of the Cross	Prime	no_level3
162	nam qui unus regnauit sedens	Hours of the Cross	Prime	no_level3
163	omnia seculum seculorum sincili	Hours of the Cross	Prime	no_level3
164	eus in sic	Hours of the Cross	Terce	no_level3
165	meum miserante	Hours of the Cross	Terce	no_level3
166	de domibus	Hours of the Cross	Terce	no_level3
167	du me celsi	Hours of the Cross	Terce	no_level3
168	patri et filios spiritu sancto	Hours of the Cross	Terce	no_level3
169	sicut erat in principio	Hours of the Cross	Terce	no_level3
170	par et in seculum seculorum sinc	Hours of the Cross	Terce	no_level3
171	reducifig clamisant horum	Hours of the Cross	Terce	no_level3
172	tertiarum illi	Hours of the Cross	Terce	no_level3
173	tur volt purpustall	Hours of the Cross	Terce	no_level3
174	put eius potengitur	Hours of the Cross	Terce	no_level3
175	crucem portat humerius locum	Hours of the Cross	Terce	no_level3
176	dicimus libi quia per sanctam crucem	Hours of the Cross	Terce	no_level3
177	tuam redemisti mundum misso	Hours of the Cross	Terce	no_level3
178	comme ilhelber reputabuntur tu de	Hours of the Cross	Terce	no_level3
179	num pone palloncili illi	Hours of the Cross	Terce	no_level3
180	suorum et mortell	Hours of the Cross	Terce	no_level3
181	iudicium tuum qui amba	Hours of the Cross	Terce	no_level3
182	nunc et miser hora mons me	Hours of the Cross	Terce	no_level3
183	digneris nimis graciam et misericors	Hours of the Cross	Terce	no_level3
184	am defunctis uemam et requiemalle	Hours of the Cross	Terce	no_level3
185	sis tue sancte pacem et consolam	Hours of the Cross	Terce	no_level3
186	nobis misers peccatoribusllasse	Hours of the Cross	Terce	no_level3
187	iusticiam sempiternam qui illis	Hours of the Cross	Terce	no_level3
188	regnas deus per omnia lectullo	Hours of the Cross	Terce	no_level3
189	suas moy	Hours of the Cross	Sext	no_level3
190	meum ment	Hours of the Cross	Sext	no_level3
191	de domibus	Hours of the Cross	Sext	no_level3
192	dierum me le	Hours of the Cross	Sext	no_level3
193	sicut erat in principio nunc	Hours of the Cross	Sext	no_level3
194	l avoitus et est omni	Hours of the Cross	Sext	no_level3
195	versus adoramus le repulit	Hours of the Cross	Sext	no_level3
196	omnis tibi quiaper sanctam crucem	Hours of the Cross	Sext	no_level3
197	terram redemble molle	Hours of the Cross	Sext	no_level3
198	comme ilhelburpride	Hours of the Cross	Sext	no_level3
199	fili des illius pone passione	Hours of the Cross	Sext	no_level3
200	collidem et molem illi	Hours of the Cross	Sext	no_level3
201	incer molligintillam et illa	Hours of the Cross	Sext	no_level3
202	nunc exult marthola molles me illigat	Hours of the Cross	Sext	no_level3
203	digneris illigilloror	Hours of the Cross	Sext	no_level3
204	commendetimas uemam et requille	Hours of the Cross	Sext	no_level3
205	sicut tué sance pacem et concorolle	Hours of the Cross	Sext	no_level3
206	nobis misericorsens peccatoris libertam	Hours of the Cross	Sext	no_level3
207	tullam l emptoll ille	Hours of the Cross	Sext	no_level3
208	grass ptolle	Hours of the Cross	Sext	no_level3
209	bellor ille	Hours of the Cross	None	no_level3
210	simonia patri et filio et temptation sancto	Hours of the Cross	None	no_level3
211	sicut erat in principio et mine et	Hours of the Cross	None	no_level3
212	per et in seculum seculorum alienus	Hours of the Cross	None	no_level3
213	quia nona domus mee	Hours of the Cross	None	no_level3
214	respiravit hely clamas	Hours of the Cross	None	no_level3
215	davit litus eius l ancia michi peccato	Hours of the Cross	None	no_level3
216	rauit terra tunc concremus	Hours of the Cross	None	no_level3
217	obscuravit adoramus	Hours of the Cross	None	no_level3
218	crucem tuam redemisti immundum oro	Hours of the Cross	None	no_level3
219	sime ilhesit oppisté fili	Hours of the Cross	None	no_level3
220	impone passionem	Hours of the Cross	None	no_level3
221	cem st mortillæ	Hours of the Cross	None	no_level3
222	ter iudicium tuum summa	Hours of the Cross	None	no_level3
223	nunc st in hora mortis	Hours of the Cross	None	no_level3
224	digneris sumus gallin illos	Hours of the Cross	None	no_level3
225	diam defunctis lielli	Hours of the Cross	None	no_level3
226	ecclesie sue sancte pacem et sonorosa	Hours of the Cross	None	no_level3
227	a nobis misericors peccatoribus in	Hours of the Cross	None	no_level3
228	leticiam sempiternam	Hours of the Cross	None	no_level3
229	et regnabens sire omnilli	Hours of the Cross	None	no_level3
230	illorum illi	Hours of the Cross	None	no_level3
231	cus me ad	Hours of the Cross	Vespers	no_level3
232	meum inde	Hours of the Cross	Vespers	no_level3
233	de domo	Hours of the Cross	Vespers	no_level3
234	me ad adiu	Hours of the Cross	Vespers	no_level3
235	me testina	Hours of the Cross	Vespers	no_level3
236	sioria pariet filio et spiritui sancto	Hours of the Cross	Vespers	no_level3
237	sicut erat in principio et nunc et	Hours of the Cross	Vespers	no_level3
238	per et in seculum seculorum amen	Hours of the Cross	Vespers	no_level3
239	eruce deponitur hora	Hours of the Cross	Vespers	no_level3
240	pertins stolle	Hours of the Cross	Vespers	no_level3
241	in mente divins et illi	Hours of the Cross	Vespers	no_level3
242	mortem subitu uite medicina tu	Hours of the Cross	Vespers	no_level3
243	rona glorie jacuit superna	Hours of the Cross	Vespers	no_level3
244	mus mee ipse est benedicimus	Hours of the Cross	Vespers	no_level3
245	pecc sanctam tuam redemisti me	Hours of the Cross	Vespers	no_level3
246	domini oremus bristo	Hours of the Cross	Vespers	no_level3
247	comme ilhesuropriste tili	Hours of the Cross	Vespers	no_level3
248	dei un pone possessiones	Hours of the Cross	Vespers	no_level3
249	tuum et animam meam	Hours of the Cross	Vespers	no_level3
250	ro mors mee et larguidignens meus	Hours of the Cross	Vespers	no_level3
251	graciam et misericordiam	Hours of the Cross	Vespers	no_level3
252	concordiam et nobis	Hours of the Cross	Vespers	no_level3
253	tribus uitam et iusticiam sempiternam	Hours of the Cross	Vespers	no_level3
254	cui iust regnas deus ommisi	Hours of the Cross	Vespers	no_level3
255	tuam si	Hours of the Cross	Compline	no_level3
256	paradvertorum meorum in	Hours of the Cross	Compline	no_level3
257	adiunandum me celsi	Hours of the Cross	Compline	no_level3
258	gloria pati et filio et piissimorum	Hours of the Cross	Compline	no_level3
259	tempormospit dominus plebem	Hours of the Cross	Compline	no_level3
260	pecc miserituisseculorumanité lors	Hours of the Cross	Compline	no_level3
261	sepulture lapis	Hours of the Cross	Compline	no_level3
262	nobile iute spiritus futuro	Hours of the Cross	Compline	no_level3
263	complentur scripturesu	Hours of the Cross	Compline	no_level3
264	gess memorlorstit ille	Hours of the Cross	Compline	no_level3
265	adoramus te expees benoistolorum	Hours of the Cross	Compline	no_level3
266	quinsi per sanctorum collem tolle	Hours of the Cross	Compline	no_level3
267	misti mundum diemus coram	Hours of the Cross	Compline	no_level3
268	comme ilhell pries	Hours of the Cross	Compline	no_level3
269	dei nostrum pone passione	Hours of the Cross	Compline	no_level3
270	crucem et mortem tam	Hours of the Cross	Compline	no_level3
271	miserter iudicium tuum c anima mea	Hours of the Cross	Compline	no_level3
272	nunc et in hora mortis mee et largredigi	Hours of the Cross	Compline	no_level3
273	nens uus misericordiam et gratiam	Hours of the Cross	Compline	no_level3
274	defunctis nemorum et requiemellelle	Hours of the Cross	Compline	no_level3
275	tue sancto pacemes concordiam suam nobis	Hours of the Cross	Compline	no_level3
276	miserans pectabilibus illabiturlli	Hours of the Cross	Compline	no_level3
277	sempiternam qui mus et regnas	Hours of the Cross	Compline	no_level3
278	deus perommalecilla illorumille	Hours of the Cross	Compline	no_level3
279	achoras sanollas illi	Hours of the Cross	Compline	no_level3
280	devons eloirepide	Hours of the Cross	Compline	no_level3
281	topurable et	Hours of the Cross	Compline	no_level3
282	qui pro me passus sum pelligable	Hours of the Cross	Compline	no_level3
283	s labor sonsonans somors incorro	Hours of the Cross	Compline	no_level3
284	ne summon	Hours of the Cross	Compline	no_level3
285	bra mea si	Hours of the Holy Spirit	Matins	no_level3
286	perieres et	Hours of the Holy Spirit	Matins	no_level3
287	os meum	Hours of the Holy Spirit	Matins	no_level3
288	abic illi	Hours of the Holy Spirit	Matins	no_level3
289	dem tuam	Hours of the Holy Spirit	Matins	no_level3
290	adiutorium meum intende domine	Hours of the Holy Spirit	Matins	no_level3
291	adsidunandini illi	Hours of the Holy Spirit	Matins	no_level3
292	gloria pallictilio et ipsillo	Hours of the Holy Spirit	Matins	no_level3
293	sicut crat in principio est mille	Hours of the Holy Spirit	Matins	no_level3
294	semper m in seculum seculorumaniens populus	Hours of the Holy Spirit	Matins	no_level3
295	subis l allupillis gla	Hours of the Holy Spirit	Matins	no_level3
296	sislite ossa desl	Hours of the Holy Spirit	Matins	no_level3
297	go virginum fuit obum	Hours of the Holy Spirit	Matins	no_level3
298	brata cumper sanctorum angelum	Hours of the Holy Spirit	Matins	no_level3
299	fuit salutata promiſ caro tacimiliter	Hours of the Holy Spirit	Matins	no_level3
300	virgo fecundata in sangit ipsi	Hours of the Holy Spirit	Matins	no_level3
301	reple tuorum sorda fidelium	Hours of the Holy Spirit	Matins	no_level3
302	moris in eis ignem ascellde apollens	Hours of the Holy Spirit	Matins	no_level3
303	emitte spiritum tuum et creabuntur	Hours of the Holy Spirit	Matins	no_level3
304	et renouabis faciem terre	Hours of the Holy Spirit	Matins	no_level3
305	ne deus l a nobislli	Hours of the Holy Spirit	Matins	no_level3
306	sancti ipitis gall	Hours of the Holy Spirit	Matins	no_level3
307	quam tuis discipulis in ole sancto	Hours of the Holy Spirit	Matins	no_level3
308	thecostes transmille quibus illis	Hours of the Holy Spirit	Matins	no_level3
309	regnas deus noster omnesl	Hours of the Holy Spirit	Matins	no_level3
310	enos in sibi	Hours of the Holy Spirit	Prime	no_level3
311	meorum in	Hours of the Holy Spirit	Prime	no_level3
312	minus super	Hours of the Holy Spirit	Prime	no_level3
313	du me illius	Hours of the Holy Spirit	Prime	no_level3
314	sidria patrie sincipui sancto	Hours of the Holy Spirit	Prime	no_level3
315	sicut crat in principio illi	Hours of the Holy Spirit	Prime	no_level3
316	cuignell pro	Hours of the Holy Spirit	Prime	no_level3
317	fuit natus crucitur	Hours of the Holy Spirit	Prime	no_level3
318	us mortuus subique si	Hours of the Holy Spirit	Prime	no_level3
319	mulcitus resurgens discipulis	Hours of the Holy Spirit	Prime	no_level3
320	e ipsis	Hours of the Holy Spirit	Prime	no_level3
321	oculis subsecutus benisse	Hours of the Holy Spirit	Prime	no_level3
322	spiritus repletuorum sorores tolli	Hours of the Holy Spirit	Prime	no_level3
323	et tuam a meis ignem	Hours of the Holy Spirit	Prime	no_level3
324	mitte spirittimentum stabili	Hours of the Holy Spirit	Prime	no_level3
325	tur et renouabis faciem terre	Hours of the Holy Spirit	Prime	no_level3
326	deus du nobis illam	Hours of the Holy Spirit	Prime	no_level3
327	spiritus gressi que ille	Hours of the Holy Spirit	Prime	no_level3
328	mus mee dis sanctopto	Hours of the Holy Spirit	Prime	no_level3
329	misisti qui mus et regnas	Hours of the Holy Spirit	Prime	no_level3
330	tr omnia lectula leslorille	Hours of the Holy Spirit	Prime	no_level3
331	meum in	Hours of the Holy Spirit	Terce	no_level3
332	inde et	Hours of the Holy Spirit	Terce	no_level3
333	miser ad sub	Hours of the Holy Spirit	Terce	no_level3
334	prist patri c filios spiritui sancto	Hours of the Holy Spirit	Terce	no_level3
335	sicut crat in principio villæ	Hours of the Holy Spirit	Terce	no_level3
336	semper in seculum seculorum amen	Hours of the Holy Spirit	Terce	no_level3
337	divin sanctum ipilli	Hours of the Holy Spirit	Terce	no_level3
338	deus delegant il os	Hours of the Holy Spirit	Terce	no_level3
339	percuthesostes ipsositos	Hours of the Holy Spirit	Terce	no_level3
340	maluit atque de l unigill legisl ipso	Hours of the Holy Spirit	Terce	no_level3
341	immissius li delinquo	Hours of the Holy Spirit	Terce	no_level3
342	denegavi ans achille	Hours of the Holy Spirit	Terce	no_level3
343	reple tuorum corda fidelium et tu amo	Hours of the Holy Spirit	Terce	no_level3
344	ris meis ignem ille	Hours of the Holy Spirit	Terce	no_level3
345	teipsitum tuum stillablli	Hours of the Holy Spirit	Terce	no_level3
346	novabis faciem terre	Hours of the Holy Spirit	Terce	no_level3
347	misernipotens scimplebo	Hours of the Holy Spirit	Terce	no_level3
348	spiritus grassum quam	Hours of the Holy Spirit	Terce	no_level3
349	tubis discipulis in die sancto sanctorum	Hours of the Holy Spirit	Terce	no_level3
350	hostes transmisisti qui vis	Hours of the Holy Spirit	Terce	no_level3
351	as deus noster omnisllo	Hours of the Holy Spirit	Terce	no_level3
352	cum amen	Hours of the Holy Spirit	Terce	no_level3
353	meum in	Hours of the Holy Spirit	Sext	no_level3
354	tende tu	Hours of the Holy Spirit	Sext	no_level3
355	me ad	Hours of the Holy Spirit	Sext	no_level3
356	sisut crat in principiost nunes sunt	Hours of the Holy Spirit	Sext	no_level3
357	super st in seculum seculorumamen	Hours of the Holy Spirit	Sext	no_level3
358	ceptorimens gall	Hours of the Holy Spirit	Sext	no_level3
359	asceptall lille	Hours of the Holy Spirit	Sext	no_level3
360	polonilla illasogio	Hours of the Holy Spirit	Sext	no_level3
361	vocaverunt adversa commissa mundi	Hours of the Holy Spirit	Sext	no_level3
362	recesserunt et fidem satholicam tuis	Hours of the Holy Spirit	Sext	no_level3
363	prodessaverunt ans unie sanct ipse	Hours of the Holy Spirit	Sext	no_level3
364	reple tuorum	Hours of the Holy Spirit	Sext	no_level3
365	spiritum tuum et creabuntur	Hours of the Holy Spirit	Sext	no_level3
366	novabis faciem terre dominus	Hours of the Holy Spirit	Sext	no_level3
367	deus l a nobis illam	Hours of the Holy Spirit	Sext	no_level3
368	spiritus gratiam	Hours of the Holy Spirit	Sext	no_level3
369	tuus discipulis indic sans	Hours of the Holy Spirit	Sext	no_level3
370	tes transimisisti	Hours of the Holy Spirit	Sext	no_level3
371	nous deus ursummagilli	Hours of the Holy Spirit	Sext	no_level3
372	mell in	Hours of the Holy Spirit	None	no_level3
373	ou me tres	Hours of the Holy Spirit	None	no_level3
374	loric patri st tibios spiripuit lall	Hours of the Holy Spirit	None	no_level3
375	sicut crat in principio illi	Hours of the Holy Spirit	None	no_level3
376	semper c in seculum seculorum	Hours of the Holy Spirit	None	no_level3
377	siritus paralle	Hours of the Holy Spirit	None	no_level3
378	il appellis illi	Hours of the Holy Spirit	None	no_level3
379	dei sanctas toll	Hours of the Holy Spirit	None	no_level3
380	salus spiritalis villon legisl	Hours of the Holy Spirit	None	no_level3
381	malus septiformis grasse	Hours of the Holy Spirit	None	no_level3
382	vocatus li saille	Hours of the Holy Spirit	None	no_level3
383	reple tuorum corditidebrarum sunt celi a	Hours of the Holy Spirit	None	no_level3
384	moris meis ignem ascende	Hours of the Holy Spirit	None	no_level3
385	emitte spiritum tuum et creabuntur	Hours of the Holy Spirit	None	no_level3
386	renouabis faciem terre	Hours of the Holy Spirit	None	no_level3
387	misernipotens scripsi	Hours of the Holy Spirit	None	no_level3
388	datus obl nobisl	Hours of the Holy Spirit	None	no_level3
389	ti spiritus grassam illi	Hours of the Holy Spirit	None	no_level3
390	tuis discipulis in die sancto	Hours of the Holy Spirit	None	no_level3
391	tollammisisti huius	Hours of the Holy Spirit	None	no_level3
392	deus iromisslli	Hours of the Holy Spirit	None	no_level3
393	cus in	Hours of the Holy Spirit	Vespers	no_level3
394	melle l il	Hours of the Holy Spirit	Vespers	no_level3
395	sedes ab	Hours of the Holy Spirit	Vespers	no_level3
396	me ad	Hours of the Holy Spirit	Vespers	no_level3
397	ou il leur	Hours of the Holy Spirit	Vespers	no_level3
398	souff patri et tuos ipillo	Hours of the Holy Spirit	Vespers	no_level3
399	sicut erat in principio st illi	Hours of the Holy Spirit	Vespers	no_level3
400	semper et molleslorill	Hours of the Holy Spirit	Vespers	no_level3
401	cre des digitus virtus	Hours of the Holy Spirit	Vespers	no_level3
402	spiritalis nostoli	Hours of the Holy Spirit	Vespers	no_level3
403	dat cruat abbillibus	Hours of the Holy Spirit	Vespers	no_level3
404	malis conl nobis noli mollatorio	Hours of the Holy Spirit	Vespers	no_level3
405	protegator et misericors	Hours of the Holy Spirit	Vespers	no_level3
406	val sub allis anti tent le ipsis	Hours of the Holy Spirit	Vespers	no_level3
407	reple tuorum sorsl	Hours of the Holy Spirit	Vespers	no_level3
408	moris in sis ignem ascende	Hours of the Holy Spirit	Vespers	no_level3
409	mitte spiritum tuum et creabuntur	Hours of the Holy Spirit	Vespers	no_level3
410	renouabis faciem terre demus	Hours of the Holy Spirit	Vespers	no_level3
411	immnipotens le reputans	Hours of the Holy Spirit	Vespers	no_level3
412	deus quia nobislli	Hours of the Holy Spirit	Vespers	no_level3
