line_number	line	class_level1	class_level2	class_level3
73	uocabitur filius dei et ecce	Gospel Lections	Gospel of Luke	no_level3
74	helizabeth cognata tua et ipse	Gospel Lections	Gospel of Luke	no_level3
75	la concepit filium in senec	Gospel Lections	Gospel of Luke	no_level3
76	civitatem suam ethic mensis est	Gospel Lections	Gospel of Luke	no_level3
77	sextus illi que vocatur steri	Gospel Lections	Gospel of Luke	no_level3
78	sis quia non erit impossi	Gospel Lections	Gospel of Luke	no_level3
79	bile apud deum omnionem uer	Gospel Lections	Gospel of Luke	no_level3
80	bum dixit autem maria	Gospel Lections	Gospel of Luke	no_level3
81	ab angelum ecce ancilla	Gospel Lections	Gospel of Luke	no_level3
82	domini tia michi secundum uer	Gospel Lections	Gospel of Luke	no_level3
83	bitum tuum ced graculas	Gospel Lections	Gospel of Luke	no_level3
84	secundum matheum	Gospel Lections	Gospel of Luke	no_level3
85	illic natus esset illius in	Gospel Lections	Gospel of Matthew	no_level3
86	gethleen uoce in diebus	Gospel Lections	Gospel of Matthew	no_level3
87	herobis regis et ce magi ab	Gospel Lections	Gospel of Matthew	no_level3
88	oriente venerunt iherosoli	Gospel Lections	Gospel of Matthew	no_level3
89	main dicentes ibi est qui	Gospel Lections	Gospel of Matthew	no_level3
90	natus est rex iudeorum vi	Gospel Lections	Gospel of Matthew	no_level3
91	dominus stella eius in oriente	Gospel Lections	Gospel of Matthew	no_level3
92	et uenitmus adorare eum	Gospel Lections	Gospel of Matthew	no_level3
93	audiens autem herodes rex tur	Gospel Lections	Gospel of Matthew	no_level3
94	batus est et omnes liberosolyma	Gospel Lections	Gospel of Matthew	no_level3
95	am illo et congregans omnes	Gospel Lections	Gospel of Matthew	no_level3
96	ubi ips nasceretur a illi	Gospel Lections	Gospel of Matthew	no_level3
97	dixerunt ei in bethleem uide	Gospel Lections	Gospel of Matthew	no_level3
98	plic enim scriptum est per pro	Gospel Lections	Gospel of Matthew	no_level3
99	prophetam et tu bethleem ter	Gospel Lections	Gospel of Matthew	no_level3
100	ra uide nequaquam mini	Gospel Lections	Gospel of Matthew	no_level3
101	anima eius in principibus uida	Gospel Lections	Gospel of Matthew	no_level3
102	extenim exiet dux qui re	Gospel Lections	Gospel of Matthew	no_level3
103	ad populum meum israhel	Gospel Lections	Gospel of Matthew	no_level3
104	inc heredes clam uocatis	Gospel Lections	Gospel of Matthew	no_level3
105	magis diligenter didicit	Gospel Lections	Gospel of Matthew	no_level3
106	ab eis tempus stelle que ap	Gospel Lections	Gospel of Matthew	no_level3
107	paravit eis et mittens eos in	Gospel Lections	Gospel of Matthew	no_level3
108	beryseeem dixerunt ute et interro	Gospel Lections	Gospel of Matthew	no_level3
109	gate diligenter de puero et	Gospel Lections	Gospel of Matthew	no_level3
110	cum inveneritis renunciate	Gospel Lections	Gospel of Matthew	no_level3
111	michi ut et ego veniens a	Gospel Lections	Gospel of Matthew	no_level3
112	uxorem eum qu cum au	Gospel Lections	Gospel of Matthew	no_level3
113	dissent regem abierunt et	Gospel Lections	Gospel of Matthew	no_level3
114	ecce stella quam viderant	Gospel Lections	Gospel of Matthew	no_level3
115	in oriente antecedebat eos unus	Gospel Lections	Gospel of Matthew	no_level3
116	quicum nouum ueniens staret super	Gospel Lections	Gospel of Matthew	no_level3
117	ubi erat puer didentes aut	Gospel Lections	Gospel of Matthew	no_level3
118	stellarum gauli sunt gaudio	Gospel Lections	Gospel of Matthew	no_level3
119	magno vade et intrantes	Gospel Lections	Gospel of Matthew	no_level3
120	domum invenerunt puerum	Gospel Lections	Gospel of Matthew	no_level3
121	cum maria matre eius et	Gospel Lections	Gospel of Matthew	no_level3
122	procidentes adorauerunt eum	Gospel Lections	Gospel of Matthew	no_level3
123	et apertis thesauris suis ob	Gospel Lections	Gospel of Matthew	no_level3
124	tulerunt ei munera aurum	Gospel Lections	Gospel of Matthew	no_level3
125	thus et miram et responso	Gospel Lections	Gospel of Matthew	no_level3
126	accepto in sompnis ne redi	Gospel Lections	Gospel of Matthew	no_level3
127	rent adheredem per aliam	Gospel Lections	Gospel of Matthew	no_level3
128	suam reversi sunt in regio	Gospel Lections	Gospel of Matthew	no_level3
129	sedem suam deo gracias	Gospel Lections	Gospel of Matthew	no_level3
130	secundum marcum	Gospel Lections	Gospel of Matthew	no_level3
131	illo tempore recumbens	Gospel Lections	Gospel of Mark	no_level3
132	torum undecim discipulis	Gospel Lections	Gospel of Mark	no_level3
133	apparatuit illis dominus inhesus et	Gospel Lections	Gospel of Mark	no_level3
134	exproborauit incredulitatem	Gospel Lections	Gospel of Mark	no_level3
135	risle a mortuis non crediderat	Gospel Lections	Gospel of Mark	no_level3
136	et dixit eis euntes in innum	Gospel Lections	Gospel of Mark	no_level3
137	duum universum predicate	Gospel Lections	Gospel of Mark	no_level3
138	evangelum omni creature	Gospel Lections	Gospel of Mark	no_level3
139	qui crediderit et baptizatus	Gospel Lections	Gospel of Mark	no_level3
140	fuerit salus erunt qui vero	Gospel Lections	Gospel of Mark	no_level3
141	non crediderunt condempna	Gospel Lections	Gospel of Mark	no_level3
142	bitur signa autem eos qui	Gospel Lections	Gospel of Mark	no_level3
143	crediderunt hec sequentur in	Gospel Lections	Gospel of Mark	no_level3
144	nomine medemonia eici	Gospel Lections	Gospel of Mark	no_level3
145	ant linguis loquentur no	Gospel Lections	Gospel of Mark	no_level3
146	vis serpentes tollent et si	Gospel Lections	Gospel of Mark	no_level3
147	mortiterum quod biberunt	Gospel Lections	Gospel of Mark	no_level3
148	non eis nocebit super egros	Gospel Lections	Gospel of Mark	no_level3
149	manus imponent et bene	Gospel Lections	Gospel of Mark	no_level3
150	habebunt et dominus quidem igitur	Gospel Lections	Gospel of Mark	no_level3
151	postquam locutus est eis assump	Gospel Lections	Gospel of Mark	no_level3
152	tus est in celium et sedet a dextris	Gospel Lections	Gospel of Mark	no_level3
153	dei illi autem profecti predica	Gospel Lections	Gospel of Mark	no_level3
154	uerunt ubique domino cooperant	Gospel Lections	Gospel of Mark	no_level3
155	te et lermonem confirmante	Gospel Lections	Gospel of Mark	no_level3
156	sequentibus lignis teo gratias	Gospel Lections	Gospel of Mark	no_level3
157	comme labia mea	Hours of the Virgin	Matins	Invocation
158	aperies omnes	Hours of the Virgin	Matins	Invocation
159	meum annunci	Hours of the Virgin	Matins	Invocation
160	abite laude tuam	Hours of the Virgin	Matins	Invocation
161	eius in adiutorium meum	Hours of the Virgin	Matins	Invocation
162	intende ne ad adui	Hours of the Virgin	Matins	Invocation
163	blandum me festina lia	Hours of the Virgin	Matins	Invocation
164	patri et filio et spiritui sancto	Hours of the Virgin	Matins	Invocation
165	erat in principio et nunc et se	Hours of the Virgin	Matins	Invocation
166	per et in seculum seculorum amen	Hours of the Virgin	Matins	Invocation
167	alleluya inuntur aue maria gra	Hours of the Virgin	Matins	Invitatory
168	ca plena dominus tecum psalmus dauid	Hours of the Virgin	Matins	Invitatory
169	venite exultemus domino	Hours of the Virgin	Matins	Invitatory
170	subilemus deo saluta	Hours of the Virgin	Matins	Invitatory
171	nostro prectupemus faciem	Hours of the Virgin	Matins	Invitatory
172	eius in confessione et in psal	Hours of the Virgin	Matins	Invitatory
173	mis iubilemus ei aue maria	Hours of the Virgin	Matins	Invitatory
174	gracia plena dominus tecum	Hours of the Virgin	Matins	Invitatory
175	deus magnus dominus et rex ma	Hours of the Virgin	Matins	Invitatory
176	genus super omnes deos quoniam non	Hours of the Virgin	Matins	Invitatory
177	repellet dominus plebem suam quia	Hours of the Virgin	Matins	Invitatory
178	in manu eius sunt omnes	Hours of the Virgin	Matins	Invitatory
179	fines terre et altitudines ino	Hours of the Virgin	Matins	Invitatory
180	tui ipe conspicit dominus tecum	Hours of the Virgin	Matins	Invitatory
181	quoniam ipsius est mare	Hours of the Virgin	Matins	Invitatory
182	et ipse fecit illud et aridam tu	Hours of the Virgin	Matins	Invitatory
183	oauerunt manus eius uenite	Hours of the Virgin	Matins	Invitatory
184	adoremus et procidamus ante	Hours of the Virgin	Matins	Invitatory
185	deum ploremus coram domino qui	Hours of the Virgin	Matins	Invitatory
186	fecit nos quia ipse est dominus deus	Hours of the Virgin	Matins	Invitatory
187	noster nos autem populus eius	Hours of the Virgin	Matins	Invitatory
188	et oues pascue eius aue maria	Hours of the Virgin	Matins	Invitatory
189	gracia plena hodie si uocem	Hours of the Virgin	Matins	Invitatory
190	eius audieritis nolite obdura	Hours of the Virgin	Matins	Invitatory
191	re corda uestra sicut in exacerba	Hours of the Virgin	Matins	Invitatory
192	cione secundum diem temptacionis	Hours of the Virgin	Matins	Invitatory
193	in deserto vbi temptauerunt	Hours of the Virgin	Matins	Invitatory
194	me patres uestri probaverunt	Hours of the Virgin	Matins	Invitatory
195	et uiderunt opera mea dominus	Hours of the Virgin	Matins	Invitatory
196	tecum quadraginta annis	Hours of the Virgin	Matins	Invitatory
197	proximus fui generacionem	Hours of the Virgin	Matins	Invitatory
198	huc et dixi semper hii errant	Hours of the Virgin	Matins	Invitatory
199	corde ipsi vero non cognoue	Hours of the Virgin	Matins	Invitatory
200	uerunt uias meas quibus iura	Hours of the Virgin	Matins	Invitatory
201	ui in ira mea si introibunt	Hours of the Virgin	Matins	Invitatory
202	in requiem meam aque mana	Hours of the Virgin	Matins	Invitatory
203	gracia plena dominus tecum loria	Hours of the Virgin	Matins	Invitatory
204	patri sicut erat dominus tecum	Hours of the Virgin	Matins	Invitatory
205	duemaria gracia plena dominus tecum	Hours of the Virgin	Matins	Invitatory
206	quem terra ponthus ethec	Hours of the Virgin	Matins	Hymn
207	ra colunt adorant pre	Hours of the Virgin	Matins	Hymn
208	dicant termina regente machi	Hours of the Virgin	Matins	Hymn
209	nam claustrum marie baulat	Hours of the Virgin	Matins	Hymn
210	sui luna sol et omnia de	Hours of the Virgin	Matins	Hymn
211	serviunt per tempa pertusa celi	Hours of the Virgin	Matins	Hymn
212	gra gestant puelle viscera	Hours of the Virgin	Matins	Hymn
213	data mater munere cuius	Hours of the Virgin	Matins	Hymn
214	supernus artitex mundus pu	Hours of the Virgin	Matins	Hymn
215	sigillo contines ventris sub ar	Hours of the Virgin	Matins	Hymn
216	cha clausus est laata celi	Hours of the Virgin	Matins	Hymn
217	nuncio fecunda sancto spiritu deside	Hours of the Virgin	Matins	Hymn
218	ratus gentibus eius per alui	Hours of the Virgin	Matins	Hymn
219	tullus est maria mater gracie	Hours of the Virgin	Matins	Hymn
220	mater me tu nos ab hoste pro	Hours of the Virgin	Matins	Hymn
221	tege et hora mortis suscipe ilo	Hours of the Virgin	Matins	Hymn
222	ria tibi domine qui natus es de ut	Hours of the Virgin	Matins	Hymn
223	gine cum patre sancto spiritu	Hours of the Virgin	Matins	Hymn
224	in sempiterna secula amen	Hours of the Virgin	Matins	Hymn
225	am benedicta tu psalmus dauid	Hours of the Virgin	Matins	Psalms
226	domine deus noster quod ad	Hours of the Virgin	Matins	Psalms
227	mirabile est nomen tuum in	Hours of the Virgin	Matins	Psalms
228	universa terra in elevata	Hours of the Virgin	Matins	Psalms
229	et magnificentia tua super	Hours of the Virgin	Matins	Psalms
230	celos ore infantium et l ac	Hours of the Virgin	Matins	Psalms
231	tencii perfecisti laude propter	Hours of the Virgin	Matins	Psalms
232	inimicos tuos ut destruas	Hours of the Virgin	Matins	Psalms
233	inimicum et ultorem quoniam in	Hours of the Virgin	Matins	Psalms
234	deoscelos tuos opera digitorum tu	Hours of the Virgin	Matins	Psalms
235	orum lunam et stellas que tu	Hours of the Virgin	Matins	Psalms
236	fundasti quid est homo	Hours of the Virgin	Matins	Psalms
237	quod memores eius aut filium	Hours of the Virgin	Matins	Psalms
238	hominis qui visitas eum	Hours of the Virgin	Matins	Psalms
239	minuisti eum paulomin	Hours of the Virgin	Matins	Psalms
240	ab angelis gloriam et honore	Hours of the Virgin	Matins	Psalms
241	coronasti eum et constituisti	Hours of the Virgin	Matins	Psalms
242	eum super opera manuum tuarum	Hours of the Virgin	Matins	Psalms
243	ma subiecisti sub pedi	Hours of the Virgin	Matins	Psalms
244	bus eius oues et boves uni	Hours of the Virgin	Matins	Psalms
245	uersas insuper et peccora ca	Hours of the Virgin	Matins	Psalms
246	tolucres celi et pisces	Hours of the Virgin	Matins	Psalms
247	maris qui perambulant se	Hours of the Virgin	Matins	Psalms
248	initas inaris domine deus noster	Hours of the Virgin	Matins	Psalms
249	quam admirabile est nomen	Hours of the Virgin	Matins	Psalms
250	tuum in universa terra lia	Hours of the Virgin	Matins	Psalms
251	patri sicut erat aδ benedicam	Hours of the Virgin	Matins	Psalms
252	tu in mulieribus et benedictus fructus	Hours of the Virgin	Matins	Psalms
253	ventris tui aδ sicut in terra psalmus	Hours of the Virgin	Matins	Psalms
254	celi enarrant gloriam dei et	Hours of the Virgin	Matins	Psalms
255	opera manu eius au	Hours of the Virgin	Matins	Psalms
256	nunciat firmamentum dies	Hours of the Virgin	Matins	Psalms
257	diei eructat uerbum et nox	Hours of the Virgin	Matins	Psalms
258	nocti indicat scientiam	Hours of the Virgin	Matins	Psalms
259	sunt loquele neque sermones	Hours of the Virgin	Matins	Psalms
260	quorum non audiantur uoces	Hours of the Virgin	Matins	Psalms
261	eorum super omnem terram exuit	Hours of the Virgin	Matins	Psalms
262	sonus eorum et in fines orbis ter	Hours of the Virgin	Matins	Psalms
263	re uerba eorum in sole posuit	Hours of the Virgin	Matins	Psalms
264	tabernaculum suum et ipse tam	Hours of the Virgin	Matins	Psalms
265	qua sponsus procedens de thala	Hours of the Virgin	Matins	Psalms
266	molvo exultavit ut grega	Hours of the Virgin	Matins	Psalms
267	adcurrenda unam a summo celo	Hours of the Virgin	Matins	Psalms
268	egressio eius et occursus eius	Hours of the Virgin	Matins	Psalms
269	usque ad summonum eius nec est qui	Hours of the Virgin	Matins	Psalms
270	le abscondeat a salore eius	Hours of the Virgin	Matins	Psalms
271	domini inmaculata convertens a	Hours of the Virgin	Matins	Psalms
272	nimas testimonium domini infidele	Hours of the Virgin	Matins	Psalms
273	sapienciam prestans parvulis	Hours of the Virgin	Matins	Psalms
274	iusticie domini recte letificates	Hours of the Virgin	Matins	Psalms
275	corda preceptum domini lucidum	Hours of the Virgin	Matins	Psalms
276	illuminans oculos mor	Hours of the Virgin	Matins	Psalms
277	domini sanctus permanet in seculum	Hours of the Virgin	Matins	Psalms
278	seculi iudicia domini uera uisti	Hours of the Virgin	Matins	Psalms
279	ficata in semetipal elidera	Hours of the Virgin	Matins	Psalms
280	bilia super auxilium et lapidem psalmus	Hours of the Virgin	Matins	Psalms
281	aliosum multorum et dulciora	Hours of the Virgin	Matins	Psalms
282	super mel et fauum temini	Hours of the Virgin	Matins	Psalms
283	seruis tuus custodit ei in custo	Hours of the Virgin	Matins	Psalms
284	odiendis illis retribucio multa	Hours of the Virgin	Matins	Psalms
285	felicta quis intelligit ab oc	Hours of the Virgin	Matins	Psalms
286	altis meis munda me domine et	Hours of the Virgin	Matins	Psalms
287	mei non fuerunt dominati	Hours of the Virgin	Matins	Psalms
288	abaliens paire seruo tuo	Hours of the Virgin	Matins	Psalms
289	tunc immaculatus ero et emun	Hours of the Virgin	Matins	Psalms
290	dabor a delicto maximo	Hours of the Virgin	Matins	Psalms
291	exut ut complaceant eloquia	Hours of the Virgin	Matins	Psalms
292	oris mei et meditatio cordis	Hours of the Virgin	Matins	Psalms
293	mei in conspectu tuo semper	Hours of the Virgin	Matins	Psalms
294	domine adiutor meus et redemp	Hours of the Virgin	Matins	Psalms
295	tor meus gloria patri	Hours of the Virgin	Matins	Psalms
296	sicut mirra electa odorem dedisti	Hours of the Virgin	Matins	Psalms
297	suavitatis la dei genitrix art	Hours of the Virgin	Matins	Psalms
298	ante thorum psalmus dauid	Hours of the Virgin	Matins	Psalms
299	min est terra et plenitudo	Hours of the Virgin	Matins	Psalms
300	eius orbis terrarum et	Hours of the Virgin	Matins	Psalms
301	uniuersi qui habitant in eo	Hours of the Virgin	Matins	Psalms
302	quia ipse super maria tua	Hours of the Virgin	Matins	Psalms
303	dauit eum et super flumina	Hours of the Virgin	Matins	Psalms
304	preparavit eum quis ascen	Hours of the Virgin	Matins	Psalms
305	det in montem domini aut quis	Hours of the Virgin	Matins	Psalms
306	stabit in loco sancto eius inno	Hours of the Virgin	Matins	Psalms
307	cens manibus et mondo corde qui	Hours of the Virgin	Matins	Psalms
308	non accepit invano anima	Hours of the Virgin	Matins	Psalms
309	sua nec iurauit in dolo pro	Hours of the Virgin	Matins	Psalms
310	ximo suo ſicut accipient bene	Hours of the Virgin	Matins	Psalms
311	dictionem a domino et misericordiam a	Hours of the Virgin	Matins	Psalms
312	deo salutari suo jec est ge	Hours of the Virgin	Matins	Psalms
313	miseratioquerentur eum quoquere	Hours of the Virgin	Matins	Psalms
314	tuum faciem dei iacob	Hours of the Virgin	Matins	Psalms
315	lite portas principes uestras et	Hours of the Virgin	Matins	Psalms
316	elevamini porte eternales et	Hours of the Virgin	Matins	Psalms
317	introibit rex glorie tuis	Hours of the Virgin	Matins	Psalms
318	est iste rex glorie dominus fortis et	Hours of the Virgin	Matins	Psalms
319	potens dominus potens in prelio	Hours of the Virgin	Matins	Psalms
320	tollite portas principes	Hours of the Virgin	Matins	Psalms
321	stras et elevamini porte eterna	Hours of the Virgin	Matins	Psalms
322	les et introibit rex glorie quis	Hours of the Virgin	Matins	Psalms
323	est iste rex glorie dominus uirtutum	Hours of the Virgin	Matins	Psalms
324	ipse est rex glorie gloria patria	Hours of the Virgin	Matins	Psalms
325	ante thorum huius virginis frequam	Hours of the Virgin	Matins	Psalms
326	tate nobis dulcia canticadragina	Hours of the Virgin	Matins	Psalms
327	tis specie tua psalmus dauid	Hours of the Virgin	Matins	Psalms
328	fructavit cor meum uer	Hours of the Virgin	Matins	Psalms
329	bum bonuſ dicto ego ope	Hours of the Virgin	Matins	Psalms
330	ra mea regis ingressa mea	Hours of the Virgin	Matins	Psalms
331	salanus scribe uelociter laude	Hours of the Virgin	Matins	Psalms
332	speciolus torma preti	Hours of the Virgin	Matins	Psalms
333	liis homin diffusa est gratia in	Hours of the Virgin	Matins	Psalms
334	labiis tuis propterea benedixit	Hours of the Virgin	Matins	Psalms
335	te deus in eternum carnege	Hours of the Virgin	Matins	Psalms
336	gladio tuo super temur tu	Hours of the Virgin	Matins	Psalms
337	potentissime pecie tua et	Hours of the Virgin	Matins	Psalms
338	pulchritudine tua intende pro	Hours of the Virgin	Matins	Psalms
339	spere procede et regna prop	Hours of the Virgin	Matins	Psalms
340	ter veritatem et mansuetudi	Hours of the Virgin	Matins	Psalms
341	nem et iusticiam et deducet	Hours of the Virgin	Matins	Psalms
342	te mirabiliter dextera tua	Hours of the Virgin	Matins	Psalms
343	agitates tue acute populi sub	Hours of the Virgin	Matins	Psalms
344	te sacerent in corde inimicorum	Hours of the Virgin	Matins	Psalms
345	regis sedes tua deus in secul	Hours of the Virgin	Matins	Psalms
346	illum seculi virga directionis in	Hours of the Virgin	Matins	Psalms
347	ga regni tui dilexisti uis	Hours of the Virgin	Matins	Psalms
348	ticiam et odisti iniquitatem	Hours of the Virgin	Matins	Psalms
349	propterea unxit te deus deus	Hours of the Virgin	Matins	Psalms
350	tuis oleo leticie preconsortibus	Hours of the Virgin	Matins	Psalms
351	tuis uira et guta et cas	Hours of the Virgin	Matins	Psalms
352	sia a uestimentis tuis a domum	Hours of the Virgin	Matins	Psalms
353	quia eourneis ex quibus delecta	Hours of the Virgin	Matins	Psalms
354	uerunt te filie regum in hono	Hours of the Virgin	Matins	Psalms
355	re tuo astitit regina a dex	Hours of the Virgin	Matins	Psalms
356	tris tuis in vestitu deaurato	Hours of the Virgin	Matins	Psalms
357	cirundata varietate	Hours of the Virgin	Matins	Psalms
358	di filia et iude et inclina au	Hours of the Virgin	Matins	Psalms
359	rem tuam et obliviscere populi	Hours of the Virgin	Matins	Psalms
360	lu tui et dominus patris tui	Hours of the Virgin	Matins	Psalms
361	concupiscent rex decore	Hours of the Virgin	Matins	Psalms
362	tuum quoniam ipse est dominus deus tu	Hours of the Virgin	Matins	Psalms
363	us et adorabunt eum	Hours of the Virgin	Matins	Psalms
364	lie tyri in muneribus uultum	Hours of the Virgin	Matins	Psalms
365	tuum deprecabuntur omnes	Hours of the Virgin	Matins	Psalms
366	divites plebis nous glo	Hours of the Virgin	Matins	Psalms
367	ria eius filie regis abuntus in	Hours of the Virgin	Matins	Psalms
368	fimbriis aureis circuamitta	Hours of the Virgin	Matins	Psalms
369	varietatibus adducentur	Hours of the Virgin	Matins	Psalms
370	regi virgines posteam proximo	Hours of the Virgin	Matins	Psalms
371	me eius auferentur tibi	Hours of the Virgin	Matins	Psalms
372	tenentur in leticia et exultace	Hours of the Virgin	Matins	Psalms
373	adducentur in templu regis	Hours of the Virgin	Matins	Psalms
374	ro patribus tuis nati sunt	Hours of the Virgin	Matins	Psalms
375	sibi filii constitues eos principes	Hours of the Virgin	Matins	Psalms
376	super omnes terra memores	Hours of the Virgin	Matins	Psalms
377	eunt nominis tui domine in omni	Hours of the Virgin	Matins	Psalms
378	generatione et generationem	Hours of the Virgin	Matins	Psalms
379	propterea populi confite	Hours of the Virgin	Matins	Psalms
380	buntur tibi in eternum et in se	Hours of the Virgin	Matins	Psalms
381	seculum seculi gloria patri	Hours of the Virgin	Matins	Psalms
382	speciem tuam et pulchritudine	Hours of the Virgin	Matins	Psalms
383	tia intende prospere procede et reg	Hours of the Virgin	Matins	Psalms
384	na adiuvabit eam psalmus	Hours of the Virgin	Matins	Psalms
385	deus noster refugium	Hours of the Virgin	Matins	Psalms
386	et virtus adiutor in tribulati	Hours of the Virgin	Matins	Psalms
387	omnibus que invenerunt nos	Hours of the Virgin	Matins	Psalms
388	nous propterea non tine	Hours of the Virgin	Matins	Psalms
389	bonus dum turbabitur terra	Hours of the Virgin	Matins	Psalms
390	ra et transterentur montes	Hours of the Virgin	Matins	Psalms
391	in cor maris nonuerunt	Hours of the Virgin	Matins	Psalms
392	et turbate sunt aque eorum con	Hours of the Virgin	Matins	Psalms
393	turbeati sunt montes in torti	Hours of the Virgin	Matins	Psalms
394	tudines eius alluvius in	Hours of the Virgin	Matins	Psalms
395	pectus letitisat civitatem dei	Hours of the Virgin	Matins	Psalms
396	sanctificavit tabernaculum	Hours of the Virgin	Matins	Psalms
397	suum altissimus eius in	Hours of the Virgin	Matins	Psalms
398	medio eius non commouebitur	Hours of the Virgin	Matins	Psalms
399	adiuvabit eam deus mane	Hours of the Virgin	Matins	Psalms
400	diluculo conturbate sunt	Hours of the Virgin	Matins	Psalms
401	gentes et inclinata sunt regna	Hours of the Virgin	Matins	Psalms
402	dedit uocem suam mota est terra	Hours of the Virgin	Matins	Psalms
403	nos virtutu nobiscum suis	Hours of the Virgin	Matins	Psalms
