line_number	line	class_level1	class_level2	class_level3
74	creabitur et dabit illi domus	Gospel Lections	Gospel of Luke	no_level3
75	nus deus sedem dauid pa	Gospel Lections	Gospel of Luke	no_level3
76	tribus eius et regnabit in	Gospel Lections	Gospel of Luke	no_level3
77	domo iacob in eternum	Gospel Lections	Gospel of Luke	no_level3
78	et regni eius non erit tibi	Gospel Lections	Gospel of Luke	no_level3
79	nis dixit autem maria	Gospel Lections	Gospel of Luke	no_level3
80	ad angelum quomodo	Gospel Lections	Gospel of Luke	no_level3
81	fient istud quoniam uirum	Gospel Lections	Gospel of Luke	no_level3
82	non cognoscent et respon	Gospel Lections	Gospel of Luke	no_level3
83	dens angelus dixit eius psalmus	Gospel Lections	Gospel of Luke	no_level3
84	sanctus superiement in te	Gospel Lections	Gospel of Luke	no_level3
85	et uirtus altissimi obum	Gospel Lections	Gospel of Luke	no_level3
86	brabit tibi ideoque et quod	Gospel Lections	Gospel of Luke	no_level3
87	nascetur ex te sanctus	Gospel Lections	Gospel of Luke	no_level3
88	vocabitur filius dei ecce	Gospel Lections	Gospel of Luke	no_level3
89	helizabeth cognata tua et	Gospel Lections	Gospel of Luke	no_level3
90	ipsa concepit filium facta	Gospel Lections	Gospel of Luke	no_level3
91	in senectute ſua et hic me	Gospel Lections	Gospel of Luke	no_level3
92	sis est sextus illi qui vocabitur	Gospel Lections	Gospel of Luke	no_level3
93	sterilis quia non erit in possi	Gospel Lections	Gospel of Luke	no_level3
94	bile apud deum omnes uer	Gospel Lections	Gospel of Luke	no_level3
95	bum dixit autem maritus	Gospel Lections	Gospel of Luke	no_level3
96	esce ancilla domini stuit michi	Gospel Lections	Gospel of Luke	no_level3
97	secundum uerbum tuum	Gospel Lections	Gospel of Luke	no_level3
98	sequentia sancto eiusiam	Gospel Lections	Gospel of Luke	no_level3
99	gelii secundum marcum	Gospel Lections	Gospel of Luke	no_level3
100	villo tempore die	Gospel Lections	Gospel of Mark	no_level3
101	cumbentibus undecim	Gospel Lections	Gospel of Mark	no_level3
102	discipulis apparuit illis	Gospel Lections	Gospel of Mark	no_level3
103	ihesus et exproborauit iucire	Gospel Lections	Gospel of Mark	no_level3
104	dulitatem illorum et duricies	Gospel Lections	Gospel of Mark	no_level3
105	cordis quia hui qui viderant	Gospel Lections	Gospel of Mark	no_level3
106	eum resurrexisse non credi	Gospel Lections	Gospel of Mark	no_level3
107	decant et dixit eis deuntes	Gospel Lections	Gospel of Mark	no_level3
108	in mundum universum	Gospel Lections	Gospel of Mark	no_level3
109	predicate eivangelium	Gospel Lections	Gospel of Mark	no_level3
110	omni creature qui non	Gospel Lections	Gospel of Mark	no_level3
111	crediderit non condevabitur	Gospel Lections	Gospel of Mark	no_level3
112	signa autem eos qui	Gospel Lections	Gospel of Mark	no_level3
113	crediderunt thec sequentur	Gospel Lections	Gospel of Mark	no_level3
114	in nomine meo demonia	Gospel Lections	Gospel of Mark	no_level3
115	ejicient singuis loquentur	Gospel Lections	Gospel of Mark	no_level3
116	nouis serpentes tollent	Gospel Lections	Gospel of Mark	no_level3
117	et li mortiferum quidbi	Gospel Lections	Gospel of Mark	no_level3
118	berunt non eis nocebit super	Gospel Lections	Gospel of Mark	no_level3
119	egros manus inponent	Gospel Lections	Gospel of Mark	no_level3
120	et bene habebunt et dominus	Gospel Lections	Gospel of Mark	no_level3
121	quidem ihesus postique locutus	Gospel Lections	Gospel of Mark	no_level3
122	est eis assumptus est in ce	Gospel Lections	Gospel of Mark	no_level3
123	lum et sedet a dextris dei	Gospel Lections	Gospel of Mark	no_level3
124	illi autem profecti predi	Gospel Lections	Gospel of Mark	no_level3
125	caverunt ubique dominus cor	Gospel Lections	Gospel of Mark	no_level3
126	operante et sermonem suum	Gospel Lections	Gospel of Mark	no_level3
127	confirmante sequentibus	Gospel Lections	Gospel of Mark	no_level3
128	signis sequentia sancti	Gospel Lections	Gospel of Mark	no_level3
129	evangelii secundum matheum	Gospel Lections	Gospel of Mark	no_level3
130	cum natus esset illos	Gospel Lections	Gospel of Matthew	no_level3
131	in bethleem iude in	Gospel Lections	Gospel of Matthew	no_level3
132	diebus herodis regis ecce	Gospel Lections	Gospel of Matthew	no_level3
133	magi ab oriente venerunt	Gospel Lections	Gospel of Matthew	no_level3
134	inferosolumniam dicentes	Gospel Lections	Gospel of Matthew	no_level3
135	obl est qui natus est rexi	Gospel Lections	Gospel of Matthew	no_level3
136	deorum iudimus stellam eius	Gospel Lections	Gospel of Matthew	no_level3
137	in oriente et uenitimus ado	Gospel Lections	Gospel of Matthew	no_level3
138	rare eum audiens autem	Gospel Lections	Gospel of Matthew	no_level3
139	heredes rex turbatus est et	Gospel Lections	Gospel of Matthew	no_level3
140	omnis iherosolyma cum eo	Gospel Lections	Gospel of Matthew	no_level3
141	et aggregans omnes patrum	Gospel Lections	Gospel of Matthew	no_level3
142	capes sacerdotum et scribas	Gospel Lections	Gospel of Matthew	no_level3
143	populi sciscitabatur ab eis ubi	Gospel Lections	Gospel of Matthew	no_level3
144	repus nasceretur autem illi di	Gospel Lections	Gospel of Matthew	no_level3
145	xerunt ei inhethleem uide	Gospel Lections	Gospel of Matthew	no_level3
146	sicut enim scriptum est per	Gospel Lections	Gospel of Matthew	no_level3
147	prophetam et tu bethleem	Gospel Lections	Gospel of Matthew	no_level3
148	terra iuda nequaque minima	Gospel Lections	Gospel of Matthew	no_level3
149	te eum exet dux qui regatur	Gospel Lections	Gospel of Matthew	no_level3
150	est in principibus uidit et	Gospel Lections	Gospel of Matthew	no_level3
151	populum meum israel tunc	Gospel Lections	Gospel of Matthew	no_level3
152	herodescendam uocatis magis	Gospel Lections	Gospel of Matthew	no_level3
153	diligenter didicit ab eis	Gospel Lections	Gospel of Matthew	no_level3
154	et mittens eos in bethleem	Gospel Lections	Gospel of Matthew	no_level3
155	dixit ite et interrogate dili	Gospel Lections	Gospel of Matthew	no_level3
156	genter de puero et cum	Gospel Lections	Gospel of Matthew	no_level3
157	inveneritis remunciate nomen	Gospel Lections	Gospel of Matthew	no_level3
158	ut ego ueniens adorem eum	Gospel Lections	Gospel of Matthew	no_level3
159	cedebat eos usque duum ueni	Gospel Lections	Gospel of Matthew	no_level3
160	ens staret supra ubi erat	Gospel Lections	Gospel of Matthew	no_level3
161	puer videntes autem stel	Gospel Lections	Gospel of Matthew	no_level3
162	ill gemelli sunt gaudio	Gospel Lections	Gospel of Matthew	no_level3
163	magno valde et intrantes	Gospel Lections	Gospel of Matthew	no_level3
164	dabunt invenerunt puerum	Gospel Lections	Gospel of Matthew	no_level3
165	sunt maria matre eius	Gospel Lections	Gospel of Matthew	no_level3
166	propitiours adorauerunt	Gospel Lections	Gospel of Matthew	no_level3
167	eum et apertis thesauris	Gospel Lections	Gospel of Matthew	no_level3
168	illis obtulerunt ei nuntia	Gospel Lections	Gospel of Matthew	no_level3
169	aurum tempus muriani	Gospel Lections	Gospel of Matthew	no_level3
170	et responso accepto in sopiis	Gospel Lections	Gospel of Matthew	no_level3
171	ne redirent adherodem psalmusilia	Gospel Lections	Gospel of Matthew	no_level3
172	viam reverti sunt in regio	Gospel Lections	Gospel of Matthew	no_level3
173	nem suam deo gracias par	Gospel Lections	Gospel of Matthew	no_level3
174	evangelicta dicta deleantur	Gospel Lections	Gospel of Matthew	no_level3
175	nostra deuctil amen	Gospel Lections	Gospel of Matthew	no_level3
176	commune labia	Hours of the Cross	Matins	no_level3
177	mea aperies	Hours of the Cross	Matins	no_level3
178	et os meum	Hours of the Cross	Matins	no_level3
179	bitur laudem tuam	Hours of the Cross	Matins	no_level3
180	meus in adiutorium	Hours of the Cross	Matins	no_level3
181	meum intende	Hours of the Cross	Matins	no_level3
182	domine ad aduvandum	Hours of the Cross	Matins	no_level3
183	me festina	Hours of the Cross	Matins	no_level3
184	lia psalmusri li filiot spirituum sancto	Hours of the Cross	Matins	no_level3
185	sicut erat in principio	Hours of the Cross	Matins	no_level3
186	et nunc tibi semper et in secula	Hours of the Cross	Matins	no_level3
187	seculorum amen ymis	Hours of the Cross	Matins	no_level3
188	patris lapientur le	Hours of the Cross	Matins	no_level3
189	ritas divina deus	Hours of the Cross	Matins	no_level3
190	homo captus est hora misericordia	Hours of the Cross	Matins	no_level3
191	tutinam a suis discipulis	Hours of the Cross	Matins	no_level3
192	cito derelictis audesti	Hours of the Cross	Matins	no_level3
193	ditis uenditus et afflictus	Hours of the Cross	Matins	no_level3
194	adoramus te expiste et be	Hours of the Cross	Matins	no_level3
195	nedicimus tibi quia par sanc	Hours of the Cross	Matins	no_level3
196	tam crucem tuam redemisti	Hours of the Cross	Matins	no_level3
197	mundum v dominus terra	Hours of the Cross	Matins	no_level3
198	adoret te deus r et psallat	Hours of the Cross	Matins	no_level3
199	tibi psalmus dicam nomini	Hours of the Cross	Matins	no_level3
200	tuo domine exaudi orationem	Hours of the Cross	Matins	no_level3
201	meam et clamor meus ad	Hours of the Cross	Matins	no_level3
202	te ueniat oremus oratio	Hours of the Cross	Matins	no_level3
203	domine ilhelu ipiste	Hours of the Cross	Matins	no_level3
204	fili devivii pone	Hours of the Cross	Matins	no_level3
205	passionem crucem et morte	Hours of the Cross	Matins	no_level3
206	tuam inter iudicium tuum	Hours of the Cross	Matins	no_level3
207	et animam meam minus et	Hours of the Cross	Matins	no_level3
208	in hora mortis mee et lar	Hours of the Cross	Matins	no_level3
209	gri digneris eius iniam	Hours of the Cross	Matins	no_level3
210	et gratiam defunctis nobis	Hours of the Cross	Matins	no_level3
211	peccatoribus uitam et letiam	Hours of the Cross	Matins	no_level3
212	sempiternam qui verius	Hours of the Cross	Matins	no_level3
213	et regnas deus pomnia	Hours of the Cross	Matins	no_level3
214	secula seculorum a meum	Hours of the Cross	Matins	no_level3
215	deus in adiutorium	Hours of the Cross	Prime	no_level3
216	meum intende domine	Hours of the Cross	Prime	no_level3
217	ad adiuvandum me tella	Hours of the Cross	Prime	no_level3
218	ora pruna duxerunt	Hours of the Cross	Prime	no_level3
219	thesum ad pilatum	Hours of the Cross	Prime	no_level3
220	falsis testimonus multum	Hours of the Cross	Prime	no_level3
221	accusatum in collo pauciunt	Hours of the Cross	Prime	no_level3
222	manibus ligatum vultu	Hours of the Cross	Prime	no_level3
223	dei conspuunt lumen celle	Hours of the Cross	Prime	no_level3
224	gulciebam a floramus ante	Hours of the Cross	Prime	no_level3
225	ipse dominimis terra oraculo	Hours of the Cross	Prime	no_level3
226	domine ilhesupisté ii	Hours of the Cross	Prime	no_level3
227	meus in adiutorium	Hours of the Cross	Terce	no_level3
228	meum intende psalmis	Hours of the Cross	Terce	no_level3
229	rucifige cilabitur	Hours of the Cross	Terce	no_level3
230	hora tertiarum	Hours of the Cross	Terce	no_level3
231	illusus inditis ueste	Hours of the Cross	Terce	no_level3
232	purpurarum caput ei	Hours of the Cross	Terce	no_level3
233	pourgitur corona spinarum	Hours of the Cross	Terce	no_level3
234	crucem portit humeris	Hours of the Cross	Terce	no_level3
235	ad locum penarum ante	Hours of the Cross	Terce	no_level3
236	adoramus x dominus tui	Hours of the Cross	Terce	no_level3
237	ou il me ihau ipsite	Hours of the Cross	Terce	no_level3
238	deus in adiutorium	Hours of the Cross	Sext	no_level3
239	ora lexta exhauis est	Hours of the Cross	Sext	no_level3
240	incruce conclavatus	Hours of the Cross	Sext	no_level3
241	sum latronibus pedens depu	Hours of the Cross	Sext	no_level3
242	tatus adoramus te ipse	Hours of the Cross	Sext	no_level3
243	domine in belluypisté si	Hours of the Cross	Sext	no_level3
244	meus in adiutorium	Hours of the Cross	None	no_level3
245	ora nolla domum	Hours of the Cross	None	no_level3
246	nihelis expierunt	Hours of the Cross	None	no_level3
247	bell clamans allam panem	Hours of the Cross	None	no_level3
248	commandauit libitus eis	Hours of the Cross	None	no_level3
249	illaecl montes pertortassit	Hours of the Cross	None	no_level3
250	terra tunc tremuit et sol	Hours of the Cross	None	no_level3
251	obscurauit adoramus	Hours of the Cross	None	no_level3
252	domine in bell respice	Hours of the Cross	None	no_level3
253	deus in adiutorium	Hours of the Cross	Vespers	no_level3
254	cecince deponitur homo	Hours of the Cross	Vespers	no_level3
255	uia uespertina ſtorti	Hours of the Cross	Vespers	no_level3
256	tudo latuit in ment duum	Hours of the Cross	Vespers	no_level3
257	na talem mortem subunt	Hours of the Cross	Vespers	no_level3
258	uite medicina et reu coro	Hours of the Cross	Vespers	no_level3
259	na glorie iacuit sub spirituia	Hours of the Cross	Vespers	no_level3
260	anteldoramus te expiste et	Hours of the Cross	Vespers	no_level3
261	omne ihesuypiste	Hours of the Cross	Vespers	no_level3
262	converte nos deus	Hours of the Cross	Compline	no_level3
263	salutaris noster	Hours of the Cross	Compline	no_level3
264	et averte iram tuam a nobis	Hours of the Cross	Compline	no_level3
265	deus in adivitorum	Hours of the Cross	Compline	no_level3
266	meum intende domine	Hours of the Cross	Compline	no_level3
267	ora complectorum dat	Hours of the Cross	Compline	no_level3
268	nobile spes iuce future con	Hours of the Cross	Compline	no_level3
269	dicitur aromate complentur	Hours of the Cross	Compline	no_level3
270	scripture iugis sicut memo	Hours of the Cross	Compline	no_level3
271	nia mors hec michi cive	Hours of the Cross	Compline	no_level3
272	vis horolo canonias	Hours of the Cross	Compline	no_level3
273	cum devotione ipse	Hours of the Cross	Compline	no_level3
274	tibi recolo pia uatione vota	Hours of the Cross	Compline	no_level3
275	qui pro me passus es anno	Hours of the Cross	Compline	no_level3
276	nos ardore sis michi sola	Hours of the Cross	Compline	no_level3
277	aum mortis in agone a	Hours of the Cross	Compline	no_level3
278	adoramus te ipse ver dominus	Hours of the Cross	Compline	no_level3
279	terra domine exaudi oremus	Hours of the Cross	Compline	no_level3
280	domine in besti copiste	Hours of the Cross	Compline	no_level3
281	iuli dei iu pone passione	Hours of the Cross	Compline	no_level3
282	crucem et mortem tuam	Hours of the Cross	Compline	no_level3
283	commune subia	Hours of the Holy Spirit	Matins	no_level3
284	mea aperies	Hours of the Holy Spirit	Matins	no_level3
285	et os meum	Hours of the Holy Spirit	Matins	no_level3
286	laudem tuam	Hours of the Holy Spirit	Matins	no_level3
287	eius in adiutorium me	Hours of the Holy Spirit	Matins	no_level3
288	uum intende domine ad ad	Hours of the Holy Spirit	Matins	no_level3
289	iudicandum me festina liba	Hours of the Holy Spirit	Matins	no_level3
290	gloria patris et filios spirituum sancto	Hours of the Holy Spirit	Matins	no_level3
291	sicut erat in principio et	Hours of the Holy Spirit	Matins	no_level3
292	nunc et semper et in seculum seculorum ad	Hours of the Holy Spirit	Matins	no_level3
293	vobis sancti spiritus	Hours of the Holy Spirit	Matins	no_level3
294	gratia sit data de qua	Hours of the Holy Spirit	Matins	no_level3
295	virgo uirginum tuit obumbra	Hours of the Holy Spirit	Matins	no_level3
296	ta cum sanctum angelorum	Hours of the Holy Spirit	Matins	no_level3
297	fuit salutata derbum caro	Hours of the Holy Spirit	Matins	no_level3
298	factum est virgo fecundata	Hours of the Holy Spirit	Matins	no_level3
299	quoeu sancte spiritus reple tuorum	Hours of the Holy Spirit	Matins	no_level3
300	corda fidelium et tui amoris in	Hours of the Holy Spirit	Matins	no_level3
301	eis ignem accende vie mitte	Hours of the Holy Spirit	Matins	no_level3
302	spiritum tuum et creabuntur	Hours of the Holy Spirit	Matins	no_level3
303	ret renouabis faciem terre	Hours of the Holy Spirit	Matins	no_level3
304	re domine exaudi orationem	Hours of the Holy Spirit	Matins	no_level3
305	meam et clamor meus ad	Hours of the Holy Spirit	Matins	no_level3
306	te ueniat oremus	Hours of the Holy Spirit	Matins	no_level3
307	mnipotens sempi	Hours of the Holy Spirit	Matins	no_level3
308	terne deus d a nobis illam	Hours of the Holy Spirit	Matins	no_level3
309	sancti spiritus gratia qua	Hours of the Holy Spirit	Matins	no_level3
310	tuis discipulis in die lanc	Hours of the Holy Spirit	Matins	no_level3
311	to penthecostes transmisisti	Hours of the Holy Spirit	Matins	no_level3
312	qui viviis et regnas deus	Hours of the Holy Spirit	Matins	no_level3
313	omnia secula seculorum ad	Hours of the Holy Spirit	Matins	no_level3
314	deus in adiutorium me	Hours of the Holy Spirit	Prime	no_level3
315	un intende domine ad adiu	Hours of the Holy Spirit	Prime	no_level3
316	uaudum me factistina hynus	Hours of the Holy Spirit	Prime	no_level3
317	et maria uirgine et psalmus	Hours of the Holy Spirit	Prime	no_level3
318	filius dei fuit natus	Hours of the Holy Spirit	Prime	no_level3
319	crucifixis mortuus atque	Hours of the Holy Spirit	Prime	no_level3
320	tumulatus miserelurgens di	Hours of the Holy Spirit	Prime	no_level3
321	sanctipulis tuit demonstratus	Hours of the Holy Spirit	Prime	no_level3
322	et ipsis seruentibus in celis	Hours of the Holy Spirit	Prime	no_level3
323	eiellis a reu sancte spiritus	Hours of the Holy Spirit	Prime	no_level3
324	emitte spiritum oremus	Hours of the Holy Spirit	Prime	no_level3
325	omnipotens sempitue	Hours of the Holy Spirit	Prime	no_level3
326	meus in adiutorium	Hours of the Holy Spirit	Terce	no_level3
327	episcitorme gratia	Hours of the Holy Spirit	Terce	no_level3
328	tunc acceptaverunt	Hours of the Holy Spirit	Terce	no_level3
329	quare psalmusdioinata suntta	Hours of the Holy Spirit	Terce	no_level3
330	cognouerunt adolleria	Hours of the Holy Spirit	Terce	no_level3
331	dimata mundi recesserunt	Hours of the Holy Spirit	Terce	no_level3
332	et fidem catholicam tuc	Hours of the Holy Spirit	Terce	no_level3
333	predicaverunt autem sanc	Hours of the Holy Spirit	Terce	no_level3
334	tempus emitte spiritum orem	Hours of the Holy Spirit	Terce	no_level3
335	omnipotens sempiterne	Hours of the Holy Spirit	Terce	no_level3
336	meus in adiutorium	Hours of the Holy Spirit	Sext	no_level3
337	suum sanctu spiritum	Hours of the Holy Spirit	Sext	no_level3
338	deus delegavit qui	Hours of the Holy Spirit	Sext	no_level3
339	die penthecostes ipso quod	Hours of the Holy Spirit	Sext	no_level3
340	firmauit i de l anguis	Hours of the Holy Spirit	Sext	no_level3
341	gneis ipsos inflamauit	Hours of the Holy Spirit	Sext	no_level3
342	relinquere orphanos eos	Hours of the Holy Spirit	Sext	no_level3
343	denegauit et veni sancte	Hours of the Holy Spirit	Sext	no_level3
344	deus michi adiutorium	Hours of the Holy Spirit	None	no_level3
345	omnipotens sempit	Hours of the Holy Spirit	None	no_level3
346	spiritus paclitus fuit	Hours of the Holy Spirit	None	no_level3
347	appellatus ponum	Hours of the Holy Spirit	None	no_level3
348	dei caritas fons uvificat	Hours of the Holy Spirit	None	no_level3
349	spiritus unctio ignis	Hours of the Holy Spirit	None	no_level3
350	uit sainctus septiformis	Hours of the Holy Spirit	None	no_level3
351	gulcia carissima beatus ad	Hours of the Holy Spirit	None	no_level3
352	quodem sanctte spiritus ennitte	Hours of the Holy Spirit	None	no_level3
353	omnipotens sempiterne	Hours of the Holy Spirit	None	no_level3
354	deus in adiutorium me	Hours of the Holy Spirit	Vespers	no_level3
355	extre dei digitus vir	Hours of the Holy Spirit	Vespers	no_level3
356	tuos spiritalis nos	Hours of the Holy Spirit	Vespers	no_level3
357	conservent defendat ab omnibus	Hours of the Holy Spirit	Vespers	no_level3
358	nullis vot nobis non noceat	Hours of the Holy Spirit	Vespers	no_level3
359	demon infernalis sed pro	Hours of the Holy Spirit	Vespers	no_level3
360	tegat nutriati foueatur sub	Hours of the Holy Spirit	Vespers	no_level3
361	alis autem sancte spiritus	Hours of the Holy Spirit	Vespers	no_level3
362	omnipotens sempiterne	Hours of the Holy Spirit	Vespers	no_level3
363	omnierte nos deus isa	Hours of the Holy Spirit	Compline	no_level3
364	putaris noster etaver	Hours of the Holy Spirit	Compline	no_level3
365	te manum tuam a nobis	Hours of the Holy Spirit	Compline	no_level3
366	deus in adiutorum	Hours of the Holy Spirit	Compline	no_level3
367	spiritus paraclitus	Hours of the Holy Spirit	Compline	no_level3
368	nos ueliter adiuvare	Hours of the Holy Spirit	Compline	no_level3
369	gressus nostros regere et il	Hours of the Holy Spirit	Compline	no_level3
370	luminare vot cum deusx	Hours of the Holy Spirit	Compline	no_level3
371	nent omnes iudicare nos	Hours of the Holy Spirit	Compline	no_level3
372	velit ad dexteram suam	Hours of the Holy Spirit	Compline	no_level3
373	appellarezymnus paralaal	Hours of the Holy Spirit	Compline	no_level3
374	as horas canonicas	Hours of the Holy Spirit	Compline	no_level3
375	cium devotionem tibi	Hours of the Holy Spirit	Compline	no_level3
376	sancte spiritus pia ratione	Hours of the Holy Spirit	Compline	no_level3
377	pri ut nos milites uipi	Hours of the Holy Spirit	Compline	no_level3
378	illatione ut illoannis tu	Hours of the Holy Spirit	Compline	no_level3
379	giter ut tristergione	Hours of the Holy Spirit	Compline	no_level3
380	dem sanctte spiritus	Hours of the Holy Spirit	Compline	no_level3
381	mitte spiritum tuum	Hours of the Holy Spirit	Compline	no_level3
382	domine exaudi orens	Hours of the Holy Spirit	Compline	no_level3
383	milipotens deus	Hours of the Holy Spirit	Compline	no_level3
384	comme labia	Hours of the Virgin	Matins	Invocation
385	mea aperies	Hours of the Virgin	Matins	Invocation
386	et omnes meum	Hours of the Virgin	Matins	Invocation
387	bitur laudem tuam	Hours of the Virgin	Matins	Invocation
388	meus in adiutorium	Hours of the Virgin	Matins	Invocation
389	meum intende	Hours of the Virgin	Matins	Invocation
390	domine ad adiuviam	Hours of the Virgin	Matins	Invocation
391	dum me festina	Hours of the Virgin	Matins	Invocation
392	gloria patri et filio et spiritus	Hours of the Virgin	Matins	Invocation
393	sicut erat in principio	Hours of the Virgin	Matins	Invocation
394	et miser inc et l empi in secula	Hours of the Virgin	Matins	Invocation
395	seculorum amen nuitatur	Hours of the Virgin	Matins	Invocation
396	aue maria gracia plenado	Hours of the Virgin	Matins	Invitatory
397	minus tecum psalmus dauid	Hours of the Virgin	Matins	Invitatory
398	venite exultemus do	Hours of the Virgin	Matins	Invitatory
399	domino iubilemus deo	Hours of the Virgin	Matins	Invitatory
400	salutari nostro preocuper	Hours of the Virgin	Matins	Invitatory
401	nus faciem eius in confes	Hours of the Virgin	Matins	Invitatory
402	sione et in psalmis iubilem	Hours of the Virgin	Matins	Invitatory
403	ei aue maria gratiam plena domino	Hours of the Virgin	Matins	Invitatory
404	quoniam deus magnum	Hours of the Virgin	Matins	Invitatory
405	dominus et rex magnus	Hours of the Virgin	Matins	Invitatory
406	super omnes deos quoniam	Hours of the Virgin	Matins	Invitatory
407	non repellet dominus ple	Hours of the Virgin	Matins	Invitatory
408	bem suam quia in manu	Hours of the Virgin	Matins	Invitatory
409	eius sunt omnes fines	Hours of the Virgin	Matins	Invitatory
410	terre et altitudines montium	Hours of the Virgin	Matins	Invitatory
411	un ipse conspicit dominus totum	Hours of the Virgin	Matins	Invitatory
