line_number	line	class_level1	class_level2	class_level3
173	demuisti qui jube domine benedicere	Hours of the Virgin	Matins	Lessons
174	per virginem matrem concedat nobis	Hours of the Virgin	Matins	Lessons
175	dominus salutem amen lectio tertia	Hours of the Virgin	Matins	Lessons
176	montem syon quasi palma exal	Hours of the Virgin	Matins	Lessons
177	tata sum in cades et quasi planta	Hours of the Virgin	Matins	Lessons
178	tio rose in iherico quasi oliva spe	Hours of the Virgin	Matins	Lessons
179	sicut in syon firmata sum et	Hours of the Virgin	Matins	Lessons
180	et in civitate sanctificata sunt	Hours of the Virgin	Matins	Lessons
181	basi cedrus exaltata sum in	Hours of the Virgin	Matins	Lessons
182	libano et quasi cypressus in	Hours of the Virgin	Matins	Lessons
183	ciosa in campis et quas plantamis exalta	Hours of the Virgin	Matins	Lessons
184	tus sum iuxta aquas in plateis sicut	Hours of the Virgin	Matins	Lessons
185	cynamomum et basannum aromatizas	Hours of the Virgin	Matins	Lessons
186	odorem dedi quasi mirra electa dedi suauta	Hours of the Virgin	Matins	Lessons
187	tem odoris tu autem domine quoniam	Hours of the Virgin	Matins	Lessons
188	felix namque es sacram virgo maria et omni	Hours of the Virgin	Matins	Lessons
189	laude dignissima quia ex te ortus est sol	Hours of the Virgin	Matins	Lessons
190	iusticie viritus deus noster v pra pro populo inter	Hours of the Virgin	Matins	Lessons
191	ueni pro dero intercede pro devoto femmeo sexu	Hours of the Virgin	Matins	Lessons
192	senciant omnes tuum levamen quicumque cele	Hours of the Virgin	Matins	Lessons
193	brant tuam commemorationem euia ex	Hours of the Virgin	Matins	Lessons
194	gloria patri et filio et spiritui sancto quia ex	Hours of the Virgin	Matins	Lessons
195	deum laudamus canticum	Hours of the Virgin	Matins	Canticle
196	te dominum confitemur le et	Hours of the Virgin	Matins	Canticle
197	num patrem omnis terra veneratur	Hours of the Virgin	Matins	Canticle
198	libi omnes angeli tibi celi ei unier	Hours of the Virgin	Matins	Canticle
199	se potestates sibi cherubin et seraphum	Hours of the Virgin	Matins	Canticle
200	in incessabili voce proclamant actus	Hours of the Virgin	Matins	Canticle
201	sanctus sanctus dominus deus	Hours of the Virgin	Matins	Canticle
202	sabbaoth lem sunt celi et verra maies	Hours of the Virgin	Matins	Canticle
203	tatis glorie tue	Hours of the Virgin	Matins	Canticle
204	rum chorus δe prophetarum laudabi	Hours of the Virgin	Matins	Canticle
205	sis numerus δe martirum candidatur	Hours of the Virgin	Matins	Canticle
206	laudat excercitus per orbem terra	Hours of the Virgin	Matins	Canticle
207	rum sancta confitetur ecclesia patrem	Hours of the Virgin	Matins	Canticle
208	miense maiestatis venerandum tu	Hours of the Virgin	Matins	Canticle
209	um verum et vincim filium sanctu	Hours of the Virgin	Matins	Canticle
210	quoque paraclitum spiritum ju rex	Hours of the Virgin	Matins	Canticle
211	glorie preſ qu patris sempiternus es	Hours of the Virgin	Matins	Canticle
212	filius tu ad liberandum suscepturus	Hours of the Virgin	Matins	Canticle
213	hominem non horruisti virginis uterum	Hours of the Virgin	Matins	Canticle
214	tu devicto mortis aculeo aperuisti cre	Hours of the Virgin	Matins	Canticle
215	dentibus regna celorum qu ad dextera	Hours of the Virgin	Matins	Canticle
216	ram dei sedes in gloria patris ludex	Hours of the Virgin	Matins	Canticle
217	crederis esse venturus ego quesu	Hours of the Virgin	Matins	Canticle
218	mus famulis tuis sublevem quos precio	Hours of the Virgin	Matins	Canticle
219	sol sanguine redemisti externa fac	Hours of the Virgin	Matins	Canticle
220	cum sanctis tuis in gloria munerari	Hours of the Virgin	Matins	Canticle
221	alium fac populum tuum domine	Hours of the Virgin	Matins	Canticle
222	et benedic hereditatis tue et reges eos	Hours of the Virgin	Matins	Canticle
223	gloriosus apostolo	Hours of the Virgin	Matins	Canticle
224	et extolle illos usque in eternum per	Hours of the Virgin	Matins	Canticle
225	singulos dies benedicimus te	Hours of the Virgin	Matins	Canticle
226	laudamus nomen tuum in seculum	Hours of the Virgin	Matins	Canticle
227	et in seculum seculi aignare domine	Hours of the Virgin	Matins	Canticle
228	die isto sine peccato nos custodire	Hours of the Virgin	Matins	Canticle
229	miserere nostri domine miserere nostri	Hours of the Virgin	Matins	Canticle
230	fiant misericordia tua domine super	Hours of the Virgin	Matins	Canticle
231	nos quemadmodum speravimus in	Hours of the Virgin	Matins	Canticle
232	te te domine sperantum non con	Hours of the Virgin	Matins	Canticle
233	fundar meternum vous et vultabunt	Hours of the Virgin	Matins	Canticle
234	sancti in gloria t retabuntur in cubili	Hours of the Virgin	Matins	Canticle
235	bus suis	Hours of the Virgin	Matins	Canticle
236	sicut erat allelui anz assumpta est	Hours of the Virgin	Matins	Psalms
237	dominus regnauit de psalmus	Hours of the Virgin	Matins	Psalms
238	corem indutus est indutus est	Hours of the Virgin	Matins	Psalms
239	dominus fortitudinem et precinxit se	Hours of the Virgin	Matins	Psalms
240	templum firmauit orbem terre qui non	Hours of the Virgin	Matins	Psalms
241	commouebitur parata sedes tua deus	Hours of the Virgin	Matins	Psalms
242	ex tunc a seculo tu es leuauerunt flu	Hours of the Virgin	Matins	Psalms
243	nosma domine eleuauerunt flumina vos	Hours of the Virgin	Matins	Psalms
244	cem suam eleuauerunt flumina	Hours of the Virgin	Matins	Psalms
245	fluctus suos a uocibus aquarum multa	Hours of the Virgin	Matins	Psalms
246	rum virabiles elationes maris mira	Hours of the Virgin	Matins	Psalms
247	bilis in altis dominus testimonia	Hours of the Virgin	Matins	Psalms
248	tua credibilia facta sunt nis domini	Hours of the Virgin	Matins	Psalms
249	tuam decet sanctitudo domine in lon	Hours of the Virgin	Matins	Psalms
250	gitudinem dierum gloria patri et	Hours of the Virgin	Matins	Psalms
251	a assumpta est maria in celum gaudent	Hours of the Virgin	Matins	Psalms
252	eus in adiutorium me	Hours of the Virgin	Lauds	Invocation
253	im intende omne	Hours of the Virgin	Lauds	Invocation
254	ad adiuvandum me se	Hours of the Virgin	Lauds	Invocation
255	sustina gloria patri et	Hours of the Virgin	Lauds	Invocation
256	angeli laudantes benedicunt dominum	Hours of the Virgin	Lauds	Invocation
257	an et jaria virgo psalmus	Hours of the Virgin	Lauds	Invocation
258	iubilate deo omnis terra seruite	Hours of the Virgin	Lauds	Invocation
259	domino in leticia introite in conspectu	Hours of the Virgin	Lauds	Invocation
260	cultu eius in exultatione scitote quoniam	Hours of the Virgin	Lauds	Invocation
261	dominus ipse est deus ipse fecit nos	Hours of the Virgin	Lauds	Invocation
262	et non ipsi nos populus eius et oues	Hours of the Virgin	Lauds	Invocation
263	pascue eius introite portas eius in con	Hours of the Virgin	Lauds	Invocation
264	fessione atria eius in hymnis confi	Hours of the Virgin	Lauds	Invocation
265	temini illi laudate nomen eius	Hours of the Virgin	Lauds	Invocation
266	quoniam suauis est dominus meter	Hours of the Virgin	Lauds	Invocation
267	num misericordia eius et usque in ge	Hours of the Virgin	Lauds	Invocation
268	neratione et generationem ueritas eius	Hours of the Virgin	Lauds	Invocation
269	gloria pri a maria virgo assumpta	Hours of the Virgin	Lauds	Invocation
270	est ad ethereum thalannum in quo rex re	Hours of the Virgin	Lauds	Invocation
271	gum stellato sedet solio a in odorem psalmus	Hours of the Virgin	Lauds	Invocation
272	eus deus meus ad te de luce	Hours of the Virgin	Lauds	Invocation
273	vigilo tituit in te anima	Hours of the Virgin	Lauds	Invocation
274	mea quam multipliciter tibi caro mea	Hours of the Virgin	Lauds	Invocation
275	in terra desertam in uia et in aquosa	Hours of the Virgin	Lauds	Invocation
276	sicut in sancto apparui tibi ut viderem	Hours of the Virgin	Lauds	Invocation
277	virtutem tuam et gloriam tuam	Hours of the Virgin	Lauds	Invocation
278	vitas labia mea laudabunt te ſicut be	Hours of the Virgin	Lauds	Invocation
279	nedicam te in uita mea et in nomine	Hours of the Virgin	Lauds	Invocation
280	tuo levabo manus meas ſicut ad	Hours of the Virgin	Lauds	Invocation
281	ipse et pinguedine repleatur anima	Hours of the Virgin	Lauds	Invocation
282	meam et labiis exultations laudabit	Hours of the Virgin	Lauds	Invocation
283	os meum cic memor fui tui super	Hours of the Virgin	Lauds	Invocation
284	stratum meum in matutins medita	Hours of the Virgin	Lauds	Invocation
285	bor in te quia fuisti adventor meus	Hours of the Virgin	Lauds	Invocation
286	ultabo adhesit anima mea poste me sui	Hours of the Virgin	Lauds	Invocation
287	in inferiora terre tradentur in manus	Hours of the Virgin	Lauds	Invocation
288	gladii partes vulpium erunt eo	Hours of the Virgin	Lauds	Invocation
289	est omnes loquentium iniqua	Hours of the Virgin	Lauds	Invocation
290	quoniam melior est misericordia tua super	Hours of the Virgin	Lauds	Invocation
291	et in velamento alarum tuarumy eo	Hours of the Virgin	Lauds	Invocation
292	scepit dextera tua ipsi vero in viam	Hours of the Virgin	Lauds	Invocation
293	quesierunt animam meam et introibunt	Hours of the Virgin	Lauds	Invocation
294	vero letabitur in deo laudabuntur omnes	Hours of the Virgin	Lauds	Invocation
295	qui uirant in eo quia obstructum	Hours of the Virgin	Lauds	Invocation
296	eus misereatur nostri et benedic	Hours of the Virgin	Lauds	Invocation
297	saint nobis illuminent vultum	Hours of the Virgin	Lauds	Invocation
298	suum super nos et misereatur nostri	Hours of the Virgin	Lauds	Invocation
299	in omnibus gentibus salutare tuum	Hours of the Virgin	Lauds	Invocation
300	cognoscamus in terra viam tuam	Hours of the Virgin	Lauds	Invocation
301	confiteantur tibi populi deus confite	Hours of the Virgin	Lauds	Invocation
302	antur tibi populi omnes etentur et	Hours of the Virgin	Lauds	Invocation
303	exultent gentes quoniam iudicas popul	Hours of the Virgin	Lauds	Invocation
304	jos in equitate et gentes in terra dirigis	Hours of the Virgin	Lauds	Invocation
305	confiteantur tibi populi deus confite	Hours of the Virgin	Lauds	Invocation
306	antur tibi populi omnes terra dedit fruc	Hours of the Virgin	Lauds	Invocation
307	tum suum medicat nos deus deus noster	Hours of the Virgin	Lauds	Invocation
308	benedicat nos deus et metuant eum omnes	Hours of the Virgin	Lauds	Invocation
309	fines terre gloriam patri an in odorem	Hours of the Virgin	Lauds	Invocation
310	unguentorum tuorum currimus adolescentule	Hours of the Virgin	Lauds	Invocation
311	dilexerunt te mis anz benedicta filia psalmus	Hours of the Virgin	Lauds	Invocation
312	enedicite omnia opera domini	Hours of the Virgin	Lauds	Invocation
313	domino laudate et superexaltate	Hours of the Virgin	Lauds	Invocation
314	eum in secula benedicite angeli domini	Hours of the Virgin	Lauds	Invocation
315	domino benedicite celi domino benedic	Hours of the Virgin	Lauds	Invocation
316	cité aque omnes que super celos sunt domino	Hours of the Virgin	Lauds	Invocation
317	benedicite omnes virtutes domini domino	Hours of the Virgin	Lauds	Invocation
318	benedicite sol et luna domino benedicit	Hours of the Virgin	Lauds	Invocation
319	stelle celi domino benedicite ymber et	Hours of the Virgin	Lauds	Invocation
320	ros domino benedicite omnis spiritus dei	Hours of the Virgin	Lauds	Invocation
321	domino benedicite ignis et estus do	Hours of the Virgin	Lauds	Invocation
322	mino benedicite frigus et estas domino	Hours of the Virgin	Lauds	Invocation
323	benedicite rores et pruna domino bene	Hours of the Virgin	Lauds	Invocation
324	dicite gelu et frigus domino benedic	Hours of the Virgin	Lauds	Invocation
325	cité glacies et mues domino benedicite	Hours of the Virgin	Lauds	Invocation
326	noctes et dies domino benedicite lux	Hours of the Virgin	Lauds	Invocation
327	et tenebre domino benedicite fulgura et	Hours of the Virgin	Lauds	Invocation
328	nubes domino cenedicatur terra dominum	Hours of the Virgin	Lauds	Invocation
329	laudet et superexaltet eum in secula	Hours of the Virgin	Lauds	Invocation
330	cenedicite montes et colles domino	Hours of the Virgin	Lauds	Invocation
331	benedicite universa germmancia inter	Hours of the Virgin	Lauds	Invocation
332	ra domino benedicite fontes domino	Hours of the Virgin	Lauds	Invocation
333	benedicite maria et flumina domino	Hours of the Virgin	Lauds	Invocation
334	benedicite cete et omnia que mouen	Hours of the Virgin	Lauds	Invocation
335	tur in aquis domino benedicite omnes	Hours of the Virgin	Lauds	Invocation
336	volucres celi domino cenedicite omnes	Hours of the Virgin	Lauds	Invocation
337	bestie et pecora domino benedicite filii	Hours of the Virgin	Lauds	Invocation
338	hominum domino benedicat israel	Hours of the Virgin	Lauds	Invocation
339	dominum laudet et superexaltentur eum	Hours of the Virgin	Lauds	Invocation
340	secula benedicite sacerdotes domini	Hours of the Virgin	Lauds	Invocation
341	domino benedicite serui domini domino	Hours of the Virgin	Lauds	Invocation
342	benedicite spiritus et amme iustorum	Hours of the Virgin	Lauds	Invocation
343	domino benedicite sancti et humiles	Hours of the Virgin	Lauds	Invocation
344	corde domino benedicite anama a	Hours of the Virgin	Lauds	Invocation
345	maria misericorsael domino laudate et super	Hours of the Virgin	Lauds	Invocation
346	exaltate eum in secul la benedicam	Hours of the Virgin	Lauds	Invocation
347	patrem et filium cum sancto spiritu	Hours of the Virgin	Lauds	Invocation
348	laudemus et superexaltemus eum in	Hours of the Virgin	Lauds	Invocation
349	secula benedictus es domine infir	Hours of the Virgin	Lauds	Invocation
350	mamento celi laudabilis et gloriosus	Hours of the Virgin	Lauds	Invocation
351	et superexaltatus in secula lia pris	Hours of the Virgin	Lauds	Invocation
352	a benedicta filia tu a domino quia per	Hours of the Virgin	Lauds	Invocation
353	te fructum vité communicavimus	Hours of the Virgin	Lauds	Invocation
354	an pulchra es et psalmus	Hours of the Virgin	Lauds	Invocation
355	laudate dominum de celis l au	Hours of the Virgin	Lauds	Invocation
356	date eum in excelsisti laudate eum omnes	Hours of the Virgin	Lauds	Invocation
357	angeli eius laudate eum omnes vir	Hours of the Virgin	Lauds	Invocation
358	tutes eius laudate eum sol et luna	Hours of the Virgin	Lauds	Invocation
359	laudate eum telle et assume laudi	Hours of the Virgin	Lauds	Invocation
360	te eum celi celorum et aque que super	Hours of the Virgin	Lauds	Invocation
361	celos sunt laudent nomen domini	Hours of the Virgin	Lauds	Invocation
362	quia ipse dixit et facta sunt ipse	Hours of the Virgin	Lauds	Invocation
363	mandauit et creata sunt statuit	Hours of the Virgin	Lauds	Invocation
364	ea meternum et in seculum seculi	Hours of the Virgin	Lauds	Invocation
365	preceptum posuit et non preteribit	Hours of the Virgin	Lauds	Invocation
366	laudate dominum de terra drachones	Hours of the Virgin	Lauds	Invocation
367	et omnes abyssi ignis ingrano	Hours of the Virgin	Lauds	Invocation
368	max glacies spiritus procellarum que	Hours of the Virgin	Lauds	Invocation
369	faciunt verbum eius fontes et omnes	Hours of the Virgin	Lauds	Invocation
370	colles ligna fructifera et omnes cedri	Hours of the Virgin	Lauds	Invocation
371	cestie et universa pecora serpent	Hours of the Virgin	Lauds	Invocation
372	tes et volucres pennemate leges ter	Hours of the Virgin	Lauds	Invocation
373	re et omnes populi principes et omnes	Hours of the Virgin	Lauds	Invocation
374	iudices terre suvenes et virgines	Hours of the Virgin	Lauds	Invocation
375	senes cum iumoribus laudent no	Hours of the Virgin	Lauds	Invocation
376	men domini quia exaltatum est nomen	Hours of the Virgin	Lauds	Invocation
377	eius soliis confessio eius super celum	Hours of the Virgin	Lauds	Invocation
378	et terram et exaltavit cornu populi sui	Hours of the Virgin	Lauds	Invocation
379	hymis omnibus sanctis eius filiis	Hours of the Virgin	Lauds	Invocation
