line_number	line	class_level1	class_level12	class_level123
19	spicit dominus tecum uoniam ipsis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
20	meus in adiutorum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
21	comme ad adiuvant	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
22	loria patri et filio	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
23	est mare et ipse fecit illud et aridam funda	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
24	uerunt manus eius venite adoremus et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
25	procidamus ante deum ploremus coram	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
26	domino qui fecit nos quia ipse est dominus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
27	deus noster nos autem populus eius et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
28	oues pascue eius aue maria gracia plena	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
29	jodie si uocem eius audieritis nolite	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
30	obdurare corda uestra sicut in exacerbatione	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
31	secundum diem temptationis in deserto	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
32	ubi temptauerunt me patres uestri pro	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
33	bauerunt et uiderunt opera mea dominus ter	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
34	quadraginta annis proximus fui genere	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
35	nerationem huc et dixi semper hii errant	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
36	corde ipsi vero non cognouerunt uias	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
37	meas quibus iuraui in ira mea si in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
38	troibunt in requiem meam aue michi gratiam	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
39	loria patri et filio et spiritui sancto	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
40	dominus tecum ave michi gracia plena dominus tecum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
41	rem terra ponthus etheraphymmus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
42	colunt adorant predicant trina	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
43	regentem machinam claustrum marie ba	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
44	volat qui luna sol et omnia deferuntur	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
45	per tempora perfusa celi gratia gestatur	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
46	puelle viscera leata mater munere	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
47	cuius supermus artifex mundum pu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
48	gillo continens ventris sub archai dauid	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
49	sus est beata celi muncio fecunda sancto	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
50	spiritu desideratus gentibus civis per	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
51	alium fusus est laria mater gratre	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
52	mater misericordie tu nos ab hoste pro	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
53	tege et hora mortis suscipe loria tibi	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
54	domine qui natus es de virgine am pas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
55	tre et sancto spiritu in sempiterna secum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
56	la amen ann senedicta tu psalmus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
57	universa terra quoniam elevata est	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
58	magnificentia tua super celos ore	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
59	infantium et lactencium perfecisti l au	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
60	dem propter ministros tuos ut destruas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
61	emme dominus noster quia	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
62	admirabile est nomen tuum in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
63	miserimicium et ultorem quoniam vide	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
64	bo caelos tuos et opera digitorum tuorum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
65	sumam et stellas que tu fundasti	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
66	vivo est homo quod memor es eius	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
67	aut filius hominis quoniam visitas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
68	eum ſimuisti eum paulominus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
69	ab angelis gloriam et honore coronasti	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
70	eum et constituisti eum super opera	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
71	manuum tuarum inia subie	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
72	cisti sub pedibus eius et oues et boves	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
73	universas insuper et pecora campis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
74	volucres celi et pisces maris qui	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
75	perambulant semittas maris domine	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
76	dominus noster quamadmirabile est	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
77	nomen tuum in universa terra	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
78	gloria patri et filio ſicut erat	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
79	an benedicta tu in mulieribus et bene	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
80	dictus fructus ventris tui a sicut mirra	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
81	eli enarrant gloriam psalmus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
82	dei et opera manuum eius anni	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
83	ciat firmamentum dies diei eructant	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
84	verbum et nox nocti modicant scientia	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
85	quorum non audiantur voces eorum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
86	eorum et in fines orbis terre verga eorum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
87	et ipse tanquam sponsus procedens de	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
88	thalamo suo vultavit ut gigas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
89	ad currendam viam a summo celo et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
90	gressio eius et occursus eius usque	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
91	ad summum eius nec est qui se ab	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
92	secondat a calore eius in ex domini in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
93	maculata convertens animas testi	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
94	monium domini infidele sapientiam	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
95	prestans parvulis custicie domini	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
96	recte letificantes corda preceptum domini	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
97	lucidum illuminans oculos miserimor	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
98	domini sanctus permanet in seculum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
99	seculi iudicia domini vera iustificata	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
100	con sunt loquele neque sermones	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
101	in omnem terram exivit sonus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
102	in sole posuit tabernaculum suum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
103	in semet ipsa desiderabilia super aurum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
104	et lapidem preciosum multum et dulciora	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
105	super mes et fauum tenii seruis tuis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
106	custodit ei in custodiendis illis retributio	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
107	multa felicta quis intelligit ab occultis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
108	meis munda me domine et ab alienis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
109	parce servo tuo ai mei non fuerunt do	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
110	miserismati tunc immaculatus ero et enim	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
111	dabor a delicto maisonno et erunt ut	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
112	complaceant eloquia oris mei et medio	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
113	tatio cordis mei in conspectu tuo semper	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
114	domine adiutor meus et redemptor me	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
115	us gloria patri anz sicut mirra electa	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
116	odorem dedisti suavitatis odoris sancta dei gratia	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
117	intrix a ante thorum huius psalmus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
118	dimis est terra et plenitudo eius	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
119	orbis terrarum et uniuersi qui	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
120	habitant in eo uia ipse super maria	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
121	fundauit eum et super flumina preperavit	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
122	eum quis ascendet in montem domini	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
123	aut quis stabit in loco sancto eius minimo	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
124	cens manibus et mundo corde qui non	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
125	accepit in vano animam suam nec iuravit	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
126	in dolo proximo suo hunc accipient bene	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
127	dictionem a domino et miserinam a deo salu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
128	tari suo hec est generatio querentium	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
129	deum querentium faciem dei iacob	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
130	tollite portas principes vestras et eleva	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
131	miseremini porte eternales et introibit rex glorie	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
132	quis est iste rex glorie dominus fortis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
133	et potens dominus potens in prelio si	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
134	attollite portas principes vras et ele	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
135	uamm porté eternales et introibit rex	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
136	glorie uis est iste rex glorie domini	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
137	virtutum ipse est rex glorie loria pri	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
138	a ante thorum hujus virginis frequentate	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
139	nobis dulcia cantica dragmins v difusa est	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
140	gratia in labiis tuis tr proptera benedixit	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
141	te deus in eternum pater noster precibus et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
142	meritis beatissime virgins marie et omnum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
143	sanctorum perducat nos dominus in repus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
144	ad regna celorum jube domine benedicere	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
145	ios cum prole pia benedicat virgo maria	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
146	amen rectio primas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
147	r omnibus requiem quesui et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
148	cum hereditate domini morabor	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
149	tunc precepit et dixit michi creator	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
150	omnium qui creavit me requievit in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
151	tabernaculo meo et dixit michi in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
152	iacob in habita et in israel hereditare	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
153	et in electis meis mitte vadices cu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
154	autem domine miserere nostri deo	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
155	gratiours xx sancta et maculata vir	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
156	gignitas quibus te laudibus referam nescio	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
157	quia quem celi capere non poterant tuo	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
158	gremo contulisti v senedicta tu in inni	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
159	lieribus et benedictus fructus ventris tui	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
160	quia quem jube domine benedicere v	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
161	maria virgo virginum intercedat pro non	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
162	bis ad dominum amen lectio secundum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
163	litter requievi et in iherusalem porte	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
164	stas mea et radicaui in populo	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
165	honorificato et in partes dei mei adhe	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
166	reditas illius et in plenitudine sanctorum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
167	detentio mea tu autem domine	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
168	miserere nostri deo gratias rem	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
169	beata es virgo maria que dominum por	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
170	tasti creatorem mundi genusti qui te	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
171	fecit et in eternum permanes virgo unus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
172	ave maria gracia plena dominus tecum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
173	demuisti qui jube domine benedicere	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
174	per virginem matrem concedat nobis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
175	dominus salutem amen lectio tertia	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
176	montem syon quasi palma exal	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
177	tata sum in cades et quasi planta	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
178	tio rose in iherico quasi oliva spe	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
179	sicut in syon firmata sum et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
180	et in civitate sanctificata sunt	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
181	basi cedrus exaltata sum in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
182	libano et quasi cypressus in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
183	ciosa in campis et quas plantamis exalta	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
184	tus sum iuxta aquas in plateis sicut	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
185	cynamomum et basannum aromatizas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
186	odorem dedi quasi mirra electa dedi suauta	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
187	tem odoris tu autem domine quoniam	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
188	felix namque es sacram virgo maria et omni	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
189	laude dignissima quia ex te ortus est sol	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
190	iusticie viritus deus noster v pra pro populo inter	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
191	ueni pro dero intercede pro devoto femmeo sexu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
192	senciant omnes tuum levamen quicumque cele	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
193	brant tuam commemorationem euia ex	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
194	gloria patri et filio et spiritui sancto quia ex	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Lessons
195	deum laudamus canticum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
196	te dominum confitemur le et	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
197	num patrem omnis terra veneratur	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
198	libi omnes angeli tibi celi ei unier	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
199	se potestates sibi cherubin et seraphum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
200	in incessabili voce proclamant actus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
201	sanctus sanctus dominus deus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
202	sabbaoth lem sunt celi et verra maies	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
203	tatis glorie tue	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
204	rum chorus δe prophetarum laudabi	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
205	sis numerus δe martirum candidatur	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
206	laudat excercitus per orbem terra	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
207	rum sancta confitetur ecclesia patrem	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
208	miense maiestatis venerandum tu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
209	um verum et vincim filium sanctu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
210	quoque paraclitum spiritum ju rex	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
211	glorie preſ qu patris sempiternus es	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
212	filius tu ad liberandum suscepturus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
213	hominem non horruisti virginis uterum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
214	tu devicto mortis aculeo aperuisti cre	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
215	dentibus regna celorum qu ad dextera	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
216	ram dei sedes in gloria patris ludex	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
217	crederis esse venturus ego quesu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
218	mus famulis tuis sublevem quos precio	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
219	sol sanguine redemisti externa fac	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
220	cum sanctis tuis in gloria munerari	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
221	alium fac populum tuum domine	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
222	et benedic hereditatis tue et reges eos	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
223	gloriosus apostolo	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
224	et extolle illos usque in eternum per	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
225	singulos dies benedicimus te	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
226	laudamus nomen tuum in seculum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
227	et in seculum seculi aignare domine	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
228	die isto sine peccato nos custodire	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
229	miserere nostri domine miserere nostri	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
230	fiant misericordia tua domine super	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Canticle
