line_number	line	class_level1	class_level12	class_level123
37	quasi unigeniti a patre parle	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
38	num gracie et ueritatis	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
39	ceo gracias sit nomen	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
40	omin benedictum lx ex hoc nunc	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
41	et usque in seculum oremus oratio	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
42	rotector in te sperantium	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
43	deus line quo nichil	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
44	est validum nichil sanctum	Gospel Lections	Gospel Lections_Gospel of John	Gospel Lections_Gospel of John_no_level3
45	in illo tempore missus est	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
46	nomen virginis maria	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
47	ingressus angelus ad eam	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
48	orant ave graciam plena dominus	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
49	tecum benedicta tu in muli	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
50	eribus et benedictus fructus	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
51	uentris tui que cum audis	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
52	let turbata est in sermone et	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
53	viis et cogitabat qualis et	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
54	ista salutarcio et ait ange	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
55	lus ei retineas maria in	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
56	venisti enim graciam ad	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
57	dominum ecce concipies in utero	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
58	et paries filium et uoceabis	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
59	nomen eius in hum hie erit	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
60	magnus et filius altissimi	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
61	uocabitur et dabit illi dominus	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
62	deus sedem dauid patris eius	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
63	et regnabit in domino jacob	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
64	in eternum et regni eius non	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
65	eruit time dixit autem maria	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
66	ad angelum quomodo fiet	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
67	stud quoniam uirum non cognos	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
68	deo et respondens angelus	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
69	dixit et spiritus sanctus super	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
70	semet in te et uirtus altis	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
71	sum obumbrabit tibi ideo	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
72	que et quod nascetur ex te sanctum	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
73	uocabitur filius dei et ecce	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
74	helizabeth cognata tua et ipse	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
75	la concepit filium in senec	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
76	civitatem suam ethic mensis est	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
77	sextus illi que vocatur steri	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
78	sis quia non erit impossi	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
79	bile apud deum omnionem uer	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
80	bum dixit autem maria	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
81	ab angelum ecce ancilla	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
82	domini tia michi secundum uer	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
83	bitum tuum ced graculas	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
84	secundum matheum	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
85	illic natus esset illius in	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
86	gethleen uoce in diebus	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
87	herobis regis et ce magi ab	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
88	oriente venerunt iherosoli	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
89	main dicentes ibi est qui	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
90	natus est rex iudeorum vi	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
91	dominus stella eius in oriente	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
92	et uenitmus adorare eum	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
93	audiens autem herodes rex tur	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
94	batus est et omnes liberosolyma	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
95	am illo et congregans omnes	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
96	ubi ips nasceretur a illi	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
97	dixerunt ei in bethleem uide	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
98	plic enim scriptum est per pro	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
99	prophetam et tu bethleem ter	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
100	ra uide nequaquam mini	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
101	anima eius in principibus uida	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
102	extenim exiet dux qui re	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
103	ad populum meum israhel	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
104	inc heredes clam uocatis	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
105	magis diligenter didicit	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
106	ab eis tempus stelle que ap	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
107	paravit eis et mittens eos in	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
108	beryseeem dixerunt ute et interro	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
109	gate diligenter de puero et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
110	cum inveneritis renunciate	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
111	michi ut et ego veniens a	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
112	uxorem eum qu cum au	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
113	dissent regem abierunt et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
114	ecce stella quam viderant	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
115	in oriente antecedebat eos unus	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
116	quicum nouum ueniens staret super	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
117	ubi erat puer didentes aut	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
118	stellarum gauli sunt gaudio	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
119	magno vade et intrantes	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
120	domum invenerunt puerum	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
121	cum maria matre eius et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
122	procidentes adorauerunt eum	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
123	et apertis thesauris suis ob	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
124	tulerunt ei munera aurum	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
125	thus et miram et responso	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
126	accepto in sompnis ne redi	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
127	rent adheredem per aliam	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
128	suam reversi sunt in regio	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
129	sedem suam deo gracias	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
130	secundum marcum	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
131	illo tempore recumbens	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
132	torum undecim discipulis	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
133	apparatuit illis dominus inhesus et	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
134	exproborauit incredulitatem	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
135	risle a mortuis non crediderat	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
136	et dixit eis euntes in innum	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
137	duum universum predicate	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
138	evangelum omni creature	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
139	qui crediderit et baptizatus	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
140	fuerit salus erunt qui vero	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
141	non crediderunt condempna	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
142	bitur signa autem eos qui	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
143	crediderunt hec sequentur in	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
144	nomine medemonia eici	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
145	ant linguis loquentur no	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
146	vis serpentes tollent et si	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
147	mortiterum quod biberunt	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
148	non eis nocebit super egros	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
149	manus imponent et bene	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
150	habebunt et dominus quidem igitur	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
151	postquam locutus est eis assump	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
152	tus est in celium et sedet a dextris	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
153	dei illi autem profecti predica	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
154	uerunt ubique domino cooperant	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
155	te et lermonem confirmante	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
156	sequentibus lignis teo gratias	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
157	comme labia mea	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
158	aperies omnes	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
159	meum annunci	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
160	abite laude tuam	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
161	eius in adiutorium meum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
162	intende ne ad adui	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
163	blandum me festina lia	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
164	patri et filio et spiritui sancto	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
165	erat in principio et nunc et se	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
166	per et in seculum seculorum amen	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invocation
167	alleluya inuntur aue maria gra	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
168	ca plena dominus tecum psalmus dauid	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
169	venite exultemus domino	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
170	subilemus deo saluta	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
171	nostro prectupemus faciem	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
172	eius in confessione et in psal	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
173	mis iubilemus ei aue maria	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
174	gracia plena dominus tecum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
175	deus magnus dominus et rex ma	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
176	genus super omnes deos quoniam non	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
177	repellet dominus plebem suam quia	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
178	in manu eius sunt omnes	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
179	fines terre et altitudines ino	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
180	tui ipe conspicit dominus tecum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
181	quoniam ipsius est mare	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
182	et ipse fecit illud et aridam tu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
183	oauerunt manus eius uenite	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
184	adoremus et procidamus ante	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
185	deum ploremus coram domino qui	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
186	fecit nos quia ipse est dominus deus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
187	noster nos autem populus eius	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
188	et oues pascue eius aue maria	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
189	gracia plena hodie si uocem	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
190	eius audieritis nolite obdura	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
191	re corda uestra sicut in exacerba	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
192	cione secundum diem temptacionis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
193	in deserto vbi temptauerunt	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
194	me patres uestri probaverunt	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
195	et uiderunt opera mea dominus	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
196	tecum quadraginta annis	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
197	proximus fui generacionem	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
198	huc et dixi semper hii errant	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
199	corde ipsi vero non cognoue	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
200	uerunt uias meas quibus iura	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
201	ui in ira mea si introibunt	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
202	in requiem meam aque mana	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
203	gracia plena dominus tecum loria	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
204	patri sicut erat dominus tecum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
205	duemaria gracia plena dominus tecum	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Invitatory
206	quem terra ponthus ethec	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
207	ra colunt adorant pre	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
208	dicant termina regente machi	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
209	nam claustrum marie baulat	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
210	sui luna sol et omnia de	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
211	serviunt per tempa pertusa celi	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
212	gra gestant puelle viscera	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
213	data mater munere cuius	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
214	supernus artitex mundus pu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
215	sigillo contines ventris sub ar	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
216	cha clausus est laata celi	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
217	nuncio fecunda sancto spiritu deside	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
218	ratus gentibus eius per alui	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
219	tullus est maria mater gracie	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
220	mater me tu nos ab hoste pro	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
221	tege et hora mortis suscipe ilo	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
222	ria tibi domine qui natus es de ut	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
223	gine cum patre sancto spiritu	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
224	in sempiterna secula amen	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Hymn
225	am benedicta tu psalmus dauid	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
226	domine deus noster quod ad	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
227	mirabile est nomen tuum in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
228	universa terra in elevata	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
229	et magnificentia tua super	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
230	celos ore infantium et l ac	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
231	tencii perfecisti laude propter	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
232	inimicos tuos ut destruas	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
233	inimicum et ultorem quoniam in	Hours of the Virgin	Hours of the Virgin_Matins	Hours of the Virgin_Matins_Psalms
