line_number	line	class_level1	class_level12	class_level123
87	cogelum quomodo fiet istud	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
88	quoniam bonorum non cognosco	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
89	et cespondens angelus dixit	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
90	ei pusillanctus superveni	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
91	et in te et virtus altismi	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
92	verbumbrabit tibi ideoque et quod	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
93	nascetur ex te sanctum vocabit	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
94	tux silui dei et eccepheliza	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
95	bereth cognata tua et ipsa con	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
96	cepit filum in senectute sua	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
97	et hic mensis est sextus illi	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
98	que voccitur sterilis quia no	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
99	exit michi possibile apud deum	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
100	omne verbum sirevoit cautés	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
101	maria et ce ancilla domini	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
102	fiat michi secundum verbum	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
103	tuum de ceacificas setam	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
104	dum monatheum elia tibi domine	Gospel Lections	Gospel Lections_Gospel of Luke	Gospel Lections_Gospel of Luke_no_level3
105	in illo te	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
106	porté cum	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
107	spicatus esset	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
108	thus in bethleem	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
109	vide in diebus	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
110	herodis regis	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
111	ecce niciegn ab	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
112	oriente venerunt iherosolyma	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
113	dicentes bien est qui natus	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
114	est regnav deorum quodimus	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
115	em il estain eius in oriente	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
116	et uoce gemmis tu numerabus	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
117	adorare eum audiens autem	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
118	herodes rex turbtus est et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
119	ommi in ierosolyma cum illo	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
120	et congregans omnes pr in	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
121	capes sacerdotum et scribas	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
122	popul si sciscitabatur ab ei	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
123	ubi tempus nasceretur et il le	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
124	dixerunt et in bethlee iu de	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
125	sic comm scriptum est per pro	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
126	prophetam et tu bethsem texta	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
127	qui de neque a quia mma es	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
128	mea psalmus incibus undai ex te ueniz	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
129	exies dux qui rectat popul su	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
130	meum israel lunt herodes	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
131	clam vocatis magis diligen	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
132	stesse que apparuit eis et mont	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
133	tes didicit ab eis tempus appos	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
134	tens eos in bethleem silvoit	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
135	ihé et interrogite diligenter	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
136	de puero et cum inveneritis	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
137	remunciate michi vint et ego	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
138	veniens adorem eum cui	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
139	cum audissent re gen abierunt	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
140	et ecce stella quia viderat in	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
141	oriente antecedebat eos usque et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
142	dum vemens staret supra vobis	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
143	creat puet videntes autem	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
144	stellam magn gavisi sunt	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
145	gaudio magno vas ce et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
146	intrantes domini invenerunt	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
147	puerum cu maria matre eius	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
148	cumorum meorum nuntiaverunt	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
149	suis obtulerunt et munera	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
150	aurum thus et mirrecam et	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
151	responso accepto in sommpnis	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
152	adjutorium aruerunt autem	Gospel Lections	Gospel Lections_Gospel of Matthew	Gospel Lections_Gospel of Matthew_no_level3
153	an illo te	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
154	porté liæ	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
155	condecim dis	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
156	cipulis ap	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
157	paruit illis	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
158	inhus et exc pro	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
159	brauit in tre	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
160	dulitatem illorum ce duri	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
161	ciam cordis qu ict his qui	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
162	videant eum resurrexisse non	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
163	credidereant et du pooit eis	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
164	euntes iii mundum vinum	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
165	sum predicate euvangelum	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
166	commi creature qui tredi	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
167	dexit et bapti et atis fuerit	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
168	sci servis exit qui vero non tre	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
169	diderit condempnabitur si	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
170	gna autem eos qui crediderint	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
171	hec sequentir in nomine meo	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
172	demonia encient singuis	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
173	loquentur novis serpentes	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
174	tollent et si mortiferum quid	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
175	biberint non eis nocebit eu	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
176	pec egros manus imponent	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
177	et bene habebunt et dominus	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
178	quidemithuns postquam locutus	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
179	est eis assumptus est in celui	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
180	et sede et cil dextris dei illi caute	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
181	profecti predicaverunt ubi	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
182	que domino cooperante et ser	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
183	monc in confirmans ce seque	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
184	tibus signis deo gracitas	Gospel Lections	Gospel Lections_Gospel of Mark	Gospel Lections_Gospel of Mark_no_level3
185	omnis labia mea capere	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
186	ries omnes meum	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
187	communciabitur laudem	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
188	deus in condui tua	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
189	torum meum intende	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
190	comme aduvandum	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
191	me festinat	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
192	gloria patri et filio et spiri	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
193	tui insancto	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
194	incurt erat in principio et	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
195	munc et sempes et in secula	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
196	jeculorum amen	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
197	la tres sapientia vert	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
198	tars duman deus homo	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
199	captivis et por av incautina et	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
200	suis discipulis cité derelictus	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
201	concludens traditus et venditus ad	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
202	afflictis cain ador anni tui per	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
203	et benedicimus tibi quia pes saec	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
204	tam crucem tuam redemisti	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
205	mundum riv pro nobis pas	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
206	sus es domine misereb nobis	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
207	comme ilhum v per fili dei	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
208	commi passionem cruce et	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
209	mortem tuam inter iudiciumz	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
210	tui et animam meam nunc	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
211	et in hora mortis mence et lat	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
212	gri digneris vivis misericordiam et	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
213	graciam defunctis requiem	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
214	et uenitam ecclesie tus pacez	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
215	et veram concordiam et no	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
216	bis peccatoribus vitam et se	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
217	ticiam sempiternam cui	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
218	vivis et regnas deus per omnes	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
219	qui seculum seculorum amen	Hours of the Cross	Hours of the Cross_Matins	Hours of the Cross_Matins_no_level3
220	deus in adiutorium meum	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
221	intende ut supra	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
222	ora prima ductus est	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
223	thus ad pylatum ital	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
224	iis testimonif multum ac	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
225	culatum in colo percutiunt	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
226	manibus li gracitum multis	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
227	dei conspuvint lumen celi	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
228	gratum adorannis te expe	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
229	et benedicemus et cetera lydri est	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
230	l en son ii domine exaudis	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
231	comme il ye ad texta	Hours of the Cross	Hours of the Cross_Lauds	Hours of the Cross_Lauds_no_level3
232	deus inciduitorum meum	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
233	intende comme razymis	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
234	crucifige comminant	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
235	hor a terciarum ii	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
236	super induitur inceste purpu	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
237	rarum caput eius pungi	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
238	tur corona spinarum et	Hours of the Cross	Hours of the Cross_Terce	Hours of the Cross_Terce_no_level3
